No.,Nombre de municipio,Nombre de localidad,Clave del Centro de Trabajo (CCT),Nombre del plantel,Matrícula,Semáforo federal,Programa,Porcentaje de avance (%),Latitud,Longitud
1,ATLIXCO,ATLIXCO,21DTV0286C,IGNACIO ALLENDE,17, DAÑO MENOR ,ESCUELAS AL CIEN 2018,100,18.916667,-98.539167
2,ATLIXCO,TOLOMETLA DE BENITO JUAREZ,21DPR1548E,FERNANDO XIMELLO,25, DAÑO MENOR ,ESCUELAS AL CIEN 2018,100,18.926111,-98.397778
3,ATLIXCO,ATLIXCO,21EPR0042H,JOSE LUIS R ALCONEDO,36, DAÑO MENOR ,ESCUELAS AL CIEN 2018,100,18.907746,-98.433345
4,TILAPA,SAN FELIX RIJO,21ETV0482D,DEFENSORES DE PUEBLA,50, DAÑO MENOR ,RECURSO ESTATAL,100,18.620278,-98.550278
5,XOCHILTEPEC,XOCHILTEPEC,21ETV0498E,SOCRATES,63, DAÑO PARCIAL ,RECURSO ESTATAL,100,18.651667,-98.343333
6,TOCHIMILCO,SANTA CRUZ CUAUTOMATITLA,21EBH1151L,BACHILLERATO DIGITAL NUM. 175,41, DAÑO MENOR ,RECURSO ESTATAL,100,18.804444,-98.624167
7,HUAQUECHULA,SANTA ANA COATEPEC,21ETV0626J,AQUILES SERDAN,19, DAÑO MENOR ,RECURSO ESTATAL,100,18.836667,-98.434722
8,HUAQUECHULA,CACALOXUCHITL,21DPR2150D,BENITO JUAREZ,425, DAÑO MENOR ,RECURSO ESTATAL,100,18.787874,-98.482288
9,ACATLÁN,ACATLAN DE OSORIO,21EMS0023V,JOSE ORTEGA BARROSO,17, DAÑO MENOR ,RECURSO ESTATAL,100,18.616389,-98.174444
10,ACATLÁN,ACATLAN DE OSORIO,21EJN1422G,PREESCOLAR GENERAL,11, DAÑO MENOR ,RECURSO ESTATAL,100,18.210948,-98.032928
11,ACATLÁN,ACATLAN DE OSORIO,21DJN2285B,JARDIN DE NIÑOS CAPEP ACATLAN,102, DAÑO MENOR ,RECURSO ESTATAL,100,18.227884,-98.035727
12,ACATLÁN,SAN BERNARDO,21DES0110I,JOSEFA ORTIZ DE DOMINGUEZ,94, DAÑO MENOR ,RECURSO ESTATAL,100,18.213333,-98.103611
13,CHIETLA,ATENCINGO,21DPR1221A,PRESIDENTE LICENCIADO ADOLFO LOPEZ MATEOS,405, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.514282,-98.606687
14,CHIETLA,ATENCINGO,21DPR1894N,PROFESOR  FELIPE FRANCO PACHECO,349, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.511528,-98.607949
15,IZÚCAR DE MATAMOROS,SAN LUCAS COLUCAN,21EES0250H,5 DE FEBRERO,137, DAÑO MENOR ,RECURSO ESTATAL,100,18.509167,-98.479722
16,IZÚCAR DE MATAMOROS,IZUCAR DE MATAMOROS,21EBH1132X,BACHILLERATO DIGITAL NUM. 158,47, DAÑO MENOR ,RECURSO ESTATAL,100,19.660406,-97.872647
17,JOLALPAN,JOLALPAN,21EPR0170C,MIGUEL HIDALGO,567, DAÑO MAYOR ,DONACIÓN,100,18.326454,-98.84559
18,TOTOLTEPEC DE GUERRERO,TOTOLTEPEC DE GUERRERO,21DST0018U,ESCUELA SECUNDARIA TECNICA NUM. 18,78, DAÑO MENOR ,RECURSO ESTATAL,100,18.223333,-97.855556
19,XAYACATLÁN DE BRAVO,TERCERA SECCION DE XAYACATLAN DE BRAVO,21DJN0611T,JUAN DOMINGUEZ MARTINEZ,20, DAÑO MENOR ,RECURSO ESTATAL,100,18.236667,-97.975833
20,ACATLÁN,SAN VICENTE BOQUERON,21DJN0271L,SEVERIANO MACEDA PEREZ,71, DAÑO MENOR ,RECURSO ESTATAL,100,18.278934,-98.055565
21,ACATLÁN,ACATLAN DE OSORIO,21DPR0981B,BRAULIO RODRIGUEZ,111, DAÑO MENOR ,RECURSO ESTATAL,100,18.031876,-98.18942
22,XAYACATLÁN DE BRAVO,XAYACATLAN DE BRAVO,21DCC0929Z,SEVERIANO MARTINEZ MUÑOZ,27, DAÑO MENOR ,RECURSO ESTATAL,100,18.247162,-97.974099
23,IZÚCAR DE MATAMOROS,SAN MANUEL LA PAROTA,21EBH1175V,BACHILLERATO DIGITAL NUM. 199,39, DAÑO MENOR ,RECURSO ESTATAL,100,19.594444,-97.751944
24,IZÚCAR DE MATAMOROS,IZUCAR DE MATAMOROS,21EBH0534K,BENEMERITO DE LAS AMERICAS,112, DAÑO MENOR ,RECURSO ESTATAL,100,18.666317,-98.45556
25,IZÚCAR DE MATAMOROS,IZUCAR DE MATAMOROS,21EBH0859Q,C.E. PRESIDENTE LAZARO CARDENAS,241, DAÑO MAYOR ,RECURSO ESTATAL,100,19.834114,-98.033686
26,IZÚCAR DE MATAMOROS,IZUCAR DE MATAMOROS,21EES0187W,C.E. PRESIDENTE LAZARO CARDENAS,565, DAÑO MAYOR ,RECURSO ESTATAL,0,18.605666,-98.468042
27,IZÚCAR DE MATAMOROS,IZUCAR DE MATAMOROS,21EJN0067Z,C.E. PRESIDENTE LAZARO CARDENAS,361, DAÑO MAYOR ,RECURSO ESTATAL,100,18.605666,-98.468042
28,ATLIXCO,LA TRINIDAD TEPANGO,21DPR2386Q,ALVARO OBREGON,274, DAÑO MENOR ,RECURSO ESTATAL,100,18.861511,-98.442526
29,IZÚCAR DE MATAMOROS,IZUCAR DE MATAMOROS,21EPR0592K,C.E. PRESIDENTE LAZARO CARDENAS,758, DAÑO MAYOR ,RECURSO ESTATAL,100,18.605666,-98.468042
30,IZÚCAR DE MATAMOROS,EL CALVARIO,21DPR1228U,CARMEN SERDAN,753, DAÑO PARCIAL ,RECURSO ESTATAL,100,18.559068,-98.556929
31,ATLIXCO,ATLIXCO,21DPR2227B,AQUILES SERDAN,124, DAÑO MENOR ,RECURSO ESTATAL,100,18.864444,-98.4225
32,ATLIXCO,ATLIXCO,21DJN1133Q,ARQUIMIDES,146, DAÑO MENOR ,RECURSO ESTATAL,100,18.908595,-98.442842
33,TEPEOJUMA,TEPEOJUMA,21EBH0138K,IRINEO VAZQUEZ,213, DAÑO MENOR ,RECURSO ESTATAL,100,19.870768,-97.467621
34,TEPEOJUMA,TEPEOJUMA,21EBH1209V,BACHILLERATO DIGITAL NUM.233,37, DAÑO MENOR ,RECURSO ESTATAL,100,18.999306,-97.928566
35,TILAPA,TILAPA,21EBH1096I,BACHILLERATO DIGITAL NUM.123,47, DAÑO MENOR ,RECURSO ESTATAL,100,19.82212,-97.741173
36,TILAPA,TILAPA,21DPR0577T,BENITO JUAREZ,318, DAÑO MENOR ,RECURSO ESTATAL,100,18.59193,-98.55656
37,TLAPANALÁ,TLAPANALA,21EMS0017K,ALBERT EINSTEIN,109, DAÑO MENOR ,RECURSO ESTATAL,100,19.200621,-97.066333
38,ATLIXCO,ATLIXCO,21DJN0828R,ATLIXCO,159, DAÑO MENOR ,RECURSO ESTATAL,100,18.915186,-98.427291
39,TLAPANALÁ,SAN LUIS CHALMA,21EJN0102P,JESUS GARCIA,27, DAÑO MENOR ,RECURSO ESTATAL,100,18.689722,-98.536667
40,TLAPANALÁ,TLAPANALA,21EBH0634J,CUITLAHUAC,56, DAÑO MENOR ,RECURSO ESTATAL,100,19.93468,-97.61888
41,XOCHILTEPEC,XOCHILTEPEC,21DJN0772F,TEXCATLIPOCA,50, DAÑO MENOR ,RECURSO ESTATAL,100,18.651667,-98.343333
42,ZACAPALA,EL ROSARIO XOCHITIOPAN,21DCC0432S,LA LUZ DEL PENSAMIENTO,62, DAÑO MENOR ,RECURSO ESTATAL,100,18.636944,-97.955278
43,ZACAPALA,LA VICTORIA,21DCC0685V,CARMEN SERDAN,49, DAÑO MENOR ,RECURSO ESTATAL,100,18.654444,-97.94
44,ZACAPALA,ZACAPALA,21TAR0047T,ALBERGUE ESCOLAR RURAL NUM. 47 TLANEXTLI,64, DAÑO MENOR ,RECURSO ESTATAL,100,18.584759,-98.063401
45,ZACAPALA,ZACAPALA,21DJN0376F,ITZAMNA,55, DAÑO MENOR ,RECURSO ESTATAL,100,18.591944,-98.065278
46,ZACAPALA,ZACAPALA,21DTV0029N,JUAN GOMEZ CAMACHO,63, DAÑO MENOR ,RECURSO ESTATAL,100,18.591944,-98.065278
47,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21DPR1323Y,LA GRAN TENOCHTITLAN,480, DAÑO MENOR ,RECURSO ESTATAL,100,18.995079,-98.177843
48,ATLIXCO,ATLIXCO,21DJN0123C,BEATRIZ JIMENEZ VDA DE HERNANDEZ,214, DAÑO MENOR ,RECURSO ESTATAL,100,18.888205,-98.413586
49,ATLIXCO,ATLIXCO,21DPR2261I,BRAULIO RODRIGUEZ,208, DAÑO MENOR ,RECURSO ESTATAL,100,18.921977,-98.450003
50,ATLIXCO,SOLARES DE TENEXTEPEC,21ETV0831T,CARMEN SERDAN,40, DAÑO MENOR ,RECURSO ESTATAL,100,18.845,-98.341667
51,ATLIXCO,ATLIXCO,21DML0005N,CENTRO DE ATENCIÓN MÚLTIPLE CALMECAC,67, DAÑO MENOR ,RECURSO ESTATAL,100,19.270674,-98.44273
52,ATLIXCO,SANTA CRUZ TEHUIXPANGO,21DJN2337R,CUAUHTEMOC,96, DAÑO MENOR ,RECURSO ESTATAL,100,18.939167,-98.403333
53,ACATLÁN,ACATLAN DE OSORIO,21EBH0001Y,C.E. PRESIDENTE LICENCIADO BENITO JUAREZ,528, DAÑO MENOR ,RECURSO ESTATAL,100,19.105556,-98.463611
54,CHIAUTLA,CIUDAD DE CHIAUTLA DE TAPIA,21EJN0087N,EVA RIVADENEYRA,75, DAÑO MENOR ,RECURSO ESTATAL,100,18.295355,-98.599864
55,CHIAUTLA,CIUDAD DE CHIAUTLA DE TAPIA,21DSN0012P,IGNACIO RAMIREZ,39, DAÑO MENOR ,RECURSO ESTATAL,100,18.298618,-98.601427
56,CHIAUTLA,SANTA ANA TECOLAPA,21DTV0088C,ESCUDO NACIONAL,23, DAÑO MENOR ,RECURSO ESTATAL,100,18.385556,-98.651944
57,CHIAUTLA,TLANCUALPICAN,21EJN0540O,MARIA DE LOS ANGELES FLORES FRONTAN,80, DAÑO MENOR ,RECURSO ESTATAL,100,18.429574,-98.69261
58,ATLIXCO,COLONIA AGRICOLA DE OCOTEPEC (COLONIA SAN JOSE),21DCC0034U,EMILIANO ZAPATA,108, DAÑO MENOR ,RECURSO ESTATAL,100,18.929722,-98.544444
59,ACATLÁN,ACATLAN DE OSORIO,21DML0035H,CENTRO DE ATENCION MULTIPLE,30, DAÑO MENOR ,RECURSO ESTATAL,100,19.464301,-97.689118
60,CUAYUCA DE ANDRADE,SAN PEDRO CUAYUCA,21DPR2093C,MELCHOR OCAMPO,140, DAÑO MENOR ,RECURSO ESTATAL,100,18.488333,-98.183333
61,XAYACATLÁN DE BRAVO,XAYACATLAN DE BRAVO,21DPR2732I,MANUEL ROJAS,96, DAÑO MENOR ,RECURSO ESTATAL,100,18.236667,-97.975833
62,ATLIXCO,SAN FELIX HIDALGO,21DPR1540M,EMILIANO ZAPATA,279, DAÑO MENOR ,RECURSO ESTATAL,100,18.9,-98.400833
63,ATLIXCO,ATLIXCO,21DST0151A,ESCUELA SECUNDARIA TECNICA NUM. 140,129, DAÑO PARCIAL ,RECURSO ESTATAL,100,18.908889,-98.437778
64,ATLIXCO,ATLIXCO,21DST0003S,ESCUELA SECUNDARIA TECNICA NUM. 3,1381, DAÑO MENOR ,RECURSO ESTATAL,100,18.896816,-98.439199
65,ATLIXCO,ATLIXCO,21DST0083U,ESCUELA SECUNDARIA TECNICA NUM. 72,391, DAÑO MENOR ,RECURSO ESTATAL,100,18.891979,-98.447363
66,ATLIXCO,ATLIXCO,21DJN1033R,FORTINO AYAQUICA,145, DAÑO MENOR ,RECURSO ESTATAL,100,18.892962,-98.446359
67,ATLIXCO,ATLIXCO,21DJN2341D,FRANCISCO GABILONDO SOLER,137, DAÑO MENOR ,RECURSO ESTATAL,100,18.919383,-98.425102
68,ATLIXCO,ATLIXCO,21DPR3519X,HERMANOS SERDAN,60, DAÑO MENOR ,RECURSO ESTATAL,100,18.933333,-98.394167
69,ATLIXCO,ATLIXCO,21DPR0950I,IGNACIO ZARAGOZA,623, DAÑO MENOR ,RECURSO ESTATAL,100,18.917957,-98.419903
70,ATLIXCO,SAN ISIDRO HUILOTEPEC,21ETV0625K,IGNACIO ZARAGOZA,50, DAÑO MENOR ,RECURSO ESTATAL,100,18.880833,-98.383056
71,ATLIXCO,SANTA LUCIA COSAMALOAPAN,21ETV0081I,JOSE AZUETA,109, DAÑO MENOR ,RECURSO ESTATAL,100,18.883611,-98.351944
72,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21EPR1587F,BICENTENARIO,353, DAÑO MENOR ,RECURSO ESTATAL,100,18.985075,-98.27524
73,TOCHIMILCO,SAN ANTONIO ALPANOCAN,21ETV0531W,AGUSTIN YAÑEZ,190, DAÑO MENOR ,RECURSO ESTATAL,100,18.876608,-98.705027
74,TOCHIMILCO,TECUANIPA (SAN MIGUEL TECUANIPA),21EBH1228J,BACHILLERATO DIGITAL NUM. 252,39, DAÑO MENOR ,RECURSO ESTATAL,100,18.887222,-98.609167
75,TOCHIMILCO,TECUANIPA (SAN MIGUEL TECUANIPA),21ETV0529H,EMILIANO ZAPATA,84, DAÑO MENOR ,RECURSO ESTATAL,100,18.881111,-98.619167
76,TOCHIMILCO,TOCHIMILCO,21DES0089W,JAIME TORRES BODET,307, DAÑO PARCIAL ,RECURSO ESTATAL,100,18.889794,-98.56483
77,ACATLÁN,BARRIO SANTIAGO ILAMACINGO,21DCC0278P,CARMEN SERDAN,23, DAÑO MENOR ,RECURSO ESTATAL,100,18.019722,-98.241389
78,ATLIXCO,SAN JERONIMO COYULA,21ETV0077W,JOSE LUIS RODRIGUEZ ALCONEDO,104, DAÑO MENOR ,RECURSO ESTATAL,100,18.894612,-98.514305
79,ATLIXCO,EL LEON,21DPR2280X,JOSE MARIA MORELOS,282, DAÑO MENOR ,RECURSO ESTATAL,100,18.929164,-98.461382
80,EPATLÁN,SANTA ANA NECOXTLA,21DTV0153M,EVARISTO VARGAS PEDRAZA,135, DAÑO MENOR ,RECURSO ESTATAL,100,18.6125,-98.383889
81,EPATLÁN,SANTA ANA NECOXTLA,21DJN0603K,FRAY PEDRO DE GANTE,67, DAÑO MENOR ,RECURSO ESTATAL,100,18.6125,-98.383889
82,ATLIXCO,SAN DIEGO ACAPULCO,21DPR2262H,JOSE MIJARES PALENCIA,197, DAÑO MENOR ,RECURSO ESTATAL,100,18.879209,-98.4483
83,IZÚCAR DE MATAMOROS,IZUCAR DE MATAMOROS,21DML0011Y,CENTRO DE ATENCION MULTIPLE,72, DAÑO MENOR ,RECURSO ESTATAL,100,20.278212,-97.965523
84,ATLIXCO,ATLIXCO,21DST0149M,JOSEFA ORTIZ DE DOMINGUEZ,83, DAÑO MENOR ,RECURSO ESTATAL,0,18.908889,-98.437778
85,IZÚCAR DE MATAMOROS,SAN NICOLAS TOLENTINO,21DJN0035I,CUAUHTEMOC,163, DAÑO MENOR ,RECURSO ESTATAL,100,18.552902,-98.502366
86,JOLALPAN,JOLALPAN,21ETV0394J,NETZAHUALCOYOTL,289, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.320398,-98.844351
87,GUADALUPE,GUADALUPE,21EJN1098Z,UNIDAD EDUCATIVA MIGUEL HIDALGO,69, DAÑO MENOR ,RECURSO ESTATAL,100,18.092796,-98.122186
88,PETLALCINGO,PETLALCINGO,21EBH0091G,PROFESORA MARGARITA DE GORTARI DE SALINAS,228, DAÑO MENOR ,RECURSO ESTATAL,100,18.968136,-97.905294
89,PETLALCINGO,EL LIMON,21DJN0993Q,CARMEN SERDAN,14, DAÑO MENOR ,RECURSO ESTATAL,100,17.987778,-97.951667
90,PETLALCINGO,PETLALCINGO,21DCC0424J,GABRIELA MISTRAL,20, DAÑO MENOR ,RECURSO ESTATAL,100,18.051111,-97.84
91,PIAXTLA,LOMA BONITA,21DCC0829A,DAKUA VE,17, DAÑO MENOR ,RECURSO ESTATAL,100,17.977222,-98.316111
92,PIAXTLA,PIAXTLA,21DJN0134I,ENRIQUE C REBSAMEN,68, DAÑO MENOR ,RECURSO ESTATAL,100,18.197778,-98.26
93,JOLALPAN,JOLALPAN,21EBH1180G,BACHILLERATO DIGITAL NUM. 204,47, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,20.47833,-97.94286
94,PIAXTLA,PROGRESO,21DJN0394V,VALOIS HERRERA MERINO,75, DAÑO MENOR ,RECURSO ESTATAL,100,18.036667,-98.310556
95,PIAXTLA,TECUAUTITLAN,21DJN0770H,JOSEFA ORTIZ DE DOMINGUEZ,19, DAÑO MENOR ,RECURSO ESTATAL,100,18.154906,-98.308836
96,PIAXTLA,YETLA,21DCC1117J,TIERRA Y LIBERTAD,15, DAÑO MENOR ,RECURSO ESTATAL,100,17.993056,-98.315278
97,ATLIXCO,SANTO DOMINGO ATOYATEMPAN,21DPR1536Z,MANUEL DOMINGUEZ,204, DAÑO MENOR ,RECURSO ESTATAL,100,18.904444,-98.373056
98,ATLIXCO,ATLIXCO,21DES0114E,MARTIRES DE RIO BLANCO,253, DAÑO MENOR ,RECURSO ESTATAL,100,18.943102,-98.471574
99,ATLIXCO,ATLIXCO,21DES0004Z,MELCHOR OCAMPO,1354, DAÑO MENOR ,RECURSO ESTATAL,100,18.895612,-98.437246
100,ATLIXCO,ATLIXCO,21DJN0155V,METEPEC,145, DAÑO MAYOR ,RECURSO ESTATAL,100,18.937848,-98.473216
101,ATLIXCO,EX-HACIENDA SAN FELIX,21EPR0044F,MIGUEL HIDALGO,80, DAÑO MENOR ,RECURSO ESTATAL,100,18.911389,-98.385278
102,COATZINGO,ZARAGOZA,21EJN1064J,PAZ AMERICANA,24, DAÑO PARCIAL ,RECURSO ESTATAL,100,18.586944,-98.1775
103,PIAXTLA,PROGRESO,21DES0048W,NARCISO BASSOLS,116, DAÑO PARCIAL ,RECURSO ESTATAL,100,18.036667,-98.310556
104,CUAUTLANCINGO,SAN JUAN CUAUTLANCINGO,21EBH0095C,5 DE MAYO,293, DAÑO MENOR ,RECURSO ESTATAL,100,18.610394,-98.472774
105,HUEJOTZINGO,SANTA MARIA ATEXCAC,21EJN1273P,YOLOT`SI,79, DAÑO MENOR ,RECURSO ESTATAL,100,19.135974,-98.487752
106,SAN PEDRO CHOLULA,CHOLULA DE RIVADAVIA,21EBH0062L,NICOLAS REYES ALEGRE,260, DAÑO MENOR ,RECURSO ESTATAL,100,18.043415,-98.427624
107,AXUTLA,AXUTLA,21DJN0073L,SILVESTRE REVUELTAS,28, DAÑO MENOR ,RECURSO ESTATAL,100,18.189167,-98.39
108,ALBINO ZERTUCHE,ACAXTLAHUACAN DE ALBINO ZERTUCHE,21ETV0538P,ALBINO ZERTUCHE,97, DAÑO MENOR ,RECURSO ESTATAL,100,18.012065,-98.539089
109,CALPAN,SAN MATEO OZOLCO,21DJN0452V,FELIPE CARRILLO PUERTO,98, DAÑO MENOR ,RECURSO ESTATAL,100,19.099143,-98.511842
110,CHIAUTLA,CIUDAD DE CHIAUTLA DE TAPIA,21EJN0057T,C.E. GENERAL EMILIANO ZAPATA,128, DAÑO MENOR ,RECURSO ESTATAL,100,18.302893,-98.610695
111,CHIAUTLA,CIUDAD DE CHIAUTLA DE TAPIA,21EPR0081J,FILIBERTO QUIROS,107, DAÑO MENOR ,RECURSO ESTATAL,100,18.257142,-98.487765
112,CHIAUTLA,PILCAYA (SAN JUAN PILCAYA),21ETV0378S,ALBERTO GARCIA GRANADOS,71, DAÑO MAYOR ,RECURSO ESTATAL,100,18.236944,-98.706944
113,CHIAUTLA,SANTA ANA TECOLAPA,21EPR0648W,NIÑOS HEROES,35, DAÑO MENOR ,RECURSO ESTATAL,100,18.385556,-98.651944
114,CHIAUTLA,PILCAYA (SAN JUAN PILCAYA),21EPR0720P,AVELINO CORTES GARCIA,41, DAÑO MENOR ,RECURSO ESTATAL,100,18.236944,-98.706944
115,CHIAUTLA,CIUDAD DE CHIAUTLA DE TAPIA,21EPR0735R,C.E. GENERAL EMILIANO ZAPATA,290, DAÑO MENOR ,RECURSO ESTATAL,100,18.302829,-98.610653
116,PIAXTLA,PIAXTLA,21DES0035S,CAUDILLOS DEL SUR,91, DAÑO PARCIAL ,RECURSO ESTATAL,100,18.197778,-98.26
117,AHUEHUETITLA,AHUEHUETITLA,21ETV0354I,HONORATO DE BALZAC,14, DAÑO MENOR ,RECURSO ESTATAL,100,18.265556,-98.197778
118,AHUEHUETITLA,GUADALUPE ALCHIPINI,21DPR1598M,VICENTE GUERRERO,52, DAÑO MENOR ,RECURSO ESTATAL,100,18.265556,-98.197778
119,CHILA,CHILA,21DJN0103P,FRAY BARTOLOME DE LAS CASAS,83, DAÑO MENOR ,RECURSO ESTATAL,100,17.971667,-97.862222
120,CHINANTLA,BUENAVISTA (SAN MIGUEL),21DPR1599L,PROSPERIDAD CAMPESINA,37, DAÑO MENOR ,RECURSO ESTATAL,100,18.248611,-98.271111
121,CHINANTLA,CHINANTLA,21DJN0110Z,ALBERT EINSTEIN,68, DAÑO MENOR ,RECURSO ESTATAL,100,18.201389,-98.262778
122,CHINANTLA,CHINANTLA,21DPR1600K,MIGUEL HIDALGO,147, DAÑO MENOR ,RECURSO ESTATAL,100,18.201389,-98.262778
123,COYOTEPEC,SAN VICENTE COYOTEPEC,21DTV0087D,LEONARDO VARGAS MACHADO,107, DAÑO MENOR ,RECURSO ESTATAL,100,18.405833,-97.831389
124,COYOTEPEC,SAN VICENTE COYOTEPEC,21DCC0788R,SOR JUANA INES DE LA CRUZ,17, DAÑO MENOR ,RECURSO ESTATAL,100,18.405833,-97.831389
125,COYOTEPEC,SAN MATEO ZOYAMAZALCO,21ETV0174Y,LUIS G. BASURTO,27, DAÑO MENOR ,OTROS RECURSOS,100,18.42,-97.800833
126,TEPEXI DE RODRÍGUEZ,CHAPULTEPEC (SANTO DOMINGO),21DPR0497H,NIÑOS HEROES,79, DAÑO MENOR ,RECURSO ESTATAL,100,18.4867,-97.990738
127,TEPEXI DE RODRÍGUEZ,EL PROGRESO (SAN ANTONIO),21DJN0522Z,ERNESTO ELORDY,75, DAÑO MENOR ,RECURSO ESTATAL,100,18.561944,-97.858056
128,TEPEXI DE RODRÍGUEZ,EL RANCHITO (BARRIO DE SAN PEDRO 1RA. SECCION),21DCC0863H,NARCISO BASSOLS,26, DAÑO MENOR ,RECURSO ESTATAL,100,18.580009,-97.935186
129,TEPEXI DE RODRÍGUEZ,SAN FELIPE OTLALTEPEC,21DPR0503B,IGNACIO ZARAGOZA,202, DAÑO MENOR ,RECURSO ESTATAL,100,18.401944,-97.908611
130,TEPEXI DE RODRÍGUEZ,TEPEXI DE RODRIGUEZ,21DJN0083S,CAROLINA BONILLA,185, DAÑO MENOR ,RECURSO ESTATAL,100,18.575224,-97.928343
131,TEPEXI DE RODRÍGUEZ,TEPEXI DE RODRIGUEZ,21DCC1112O,ITZCOATL,13, DAÑO MENOR ,RECURSO ESTATAL,100,18.581461,-97.92428
132,TEPEXI DE RODRÍGUEZ,TEPEXI DE RODRIGUEZ,21DPR2229Z,PADRE DE LA PATRIA,110, DAÑO MENOR ,RECURSO ESTATAL,100,18.579382,-97.934078
133,PIAXTLA,PIAXTLA,21DPR1603H,MAXIMINO AVILA CAMACHO,57, DAÑO MENOR ,RECURSO ESTATAL,100,18.197778,-98.26
134,TEPEXI DE RODRÍGUEZ,TEPEXI DE RODRIGUEZ,21DPB0427L,MARGARITA MAZA DE JUAREZ,80, DAÑO MENOR ,RECURSO ESTATAL,100,18.539454,-98.010509
135,TEPEXI DE RODRÍGUEZ,TULA,21DJN0529T,PABLO NERUDA,81, DAÑO MENOR ,RECURSO ESTATAL,100,18.539444,-97.909722
136,TEPEXI DE RODRÍGUEZ,ZACATEPEC,21DPB0527K,LICENCIADO BENITO JUAREZ,17, DAÑO MENOR ,RECURSO ESTATAL,100,18.545452,-98.032741
137,ATZITZIHUACÁN,SAN FRANCISCO XOCHITEOPAN,21ETV0832S,JAIME SABINES,56, DAÑO MENOR ,RECURSO ESTATAL,100,18.866259,-98.479422
138,ATZITZIHUACÁN,SAN JUAN TEJUPA,21ETV0085E,JESUS ALONSO FLORES,108, DAÑO MENOR ,RECURSO ESTATAL,100,18.849729,-98.542676
139,ATZITZIHUACÁN,ATZITZIHUACAN,21ETV0083G,JOHN NEPPER,61, DAÑO MENOR ,RECURSO ESTATAL,100,18.822487,-98.576623
140,ATZITZIHUACÁN,SAN PEDRO IXHUATEPEC,21DTV0197J,LAZARO CARDENAS,58, DAÑO MENOR ,RECURSO ESTATAL,100,18.795278,-98.636389
141,ATZITZIHUACÁN,SANTIAGO ATZITZIHUACAN,21DJN0367Y,MAXIMO SERDAN,38, DAÑO MENOR ,RECURSO ESTATAL,100,18.822199,-98.580738
142,ATZITZIHUACÁN,SAN MIGUEL AGUACOMULICAN,21ETV0675S,MIGUEL HIDALGO,64, DAÑO MENOR ,RECURSO ESTATAL,100,18.822222,-98.550556
143,OCOYUCAN,SANTA MARIA MALACATEPEC,21DJN0372J,SALVADOR NOVO,171, DAÑO MENOR ,RECURSO ESTATAL,100,18.952733,-98.295761
144,OCOYUCAN,SANTA MARTHA HIDALGO,21ETV0654F,LAZARO CARDENAS DEL RIO,45, DAÑO MENOR ,RECURSO ESTATAL,100,18.985,-98.324444
145,SAN DIEGO LA MESA TOCHIMILTZINGO,TOCHIMILTZINGO,21DPR1552R,GENERAL IGNACIO ZARAGOZA,79, DAÑO MENOR ,RECURSO ESTATAL,100,18.810833,-98.330556
146,SAN GREGORIO ATZOMPA,SAN GREGORIO ATZOMPA,21DJN0856N,GREGORIO ATZOMPA,110, DAÑO MENOR ,RECURSO ESTATAL,100,19.026381,-98.34526
147,SAN GREGORIO ATZOMPA,SAN GREGORIO ATZOMPA,21EBH0314Z,GUILLERMO GONZALEZ CAMARENA,87, DAÑO MENOR ,RECURSO ESTATAL,100,18.979588,-98.339968
148,CHIETLA,ESCAPE DE LAGUNILLAS,21DPR3717X,GABRIELA MISTRAL,253, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.484444,-98.660556
149,CHIAUTLA,TLANCUALPICAN,21EPR0085F,MIGUEL HIDALGO,282, DAÑO MENOR ,RECURSO ESTATAL,100,18.430181,-98.695917
150,CHIETLA,ATENCINGO,21DPR0549X,MIGUEL HIDALGO,315, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.501806,-98.620298
151,CHILA DE LA SAL,CHILA DE LA SAL,21ETV0399E,MARIANO ESCOBEDO,34, DAÑO MENOR ,RECURSO ESTATAL,100,18.11,-98.484167
152,COHETZALA,EL PLATANAR (SAN JOSE EL PLATANAR),21EJN0107K,PILTZINCALLI,15, DAÑO MENOR ,RECURSO ESTATAL,100,18.294162,-98.7301
153,COHETZALA,SANTA MARIA COHETZALA,21EBH1160T,BACHILLERATO DIGITAL NUM. 183,20, DAÑO MENOR ,RECURSO ESTATAL,100,18.481111,-98.596667
154,HUEHUETLÁN EL CHICO,HUEHUETLAN EL CHICO,21EES0265J,PROFESOR  HONORATO TLASECA BARRERA,169, DAÑO MENOR ,RECURSO ESTATAL,100,18.378712,-98.688176
155,HUEHUETLÁN EL CHICO,HUEHUETLAN EL CHICO,21DJN0001S,RAFAEL MORENO VALLE,73, DAÑO MENOR ,RECURSO ESTATAL,100,18.372603,-98.693887
156,HUEHUETLÁN EL CHICO,HUEHUETLAN EL CHICO,21EJN0539Z,ANA MARIA ARRUEL CASTAÑON,77, DAÑO MENOR ,RECURSO ESTATAL,100,18.372993,-98.682052
