No.,Nombre de municipio,Nombre de localidad,Clave del Centro de Trabajo (CCT),Nombre del plantel,Matrícula,Semáforo federal,Programa,Porcentaje de avance (%),Latitud,Longitud
644,IXCAMILPA DE GUERRERO,BUENAVISTA DE ZAPATA,21ETK0024L,TELEBACHILLERATO COMUNITARIO NUM. 24,51, DAÑO MENOR ,TERCERA ETAPA,0,20.011961,-97.351484
645,CHIETLA,TEMAXCALAPA DE GABINO BARREDA,21DJN0386M,TEMAXCALAPA,30, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.554167,-98.606111
646,HUAQUECHULA,SAN DIEGO EL ORGANAL,21DTV0152N,NETZAHUALCOYOTL,72, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.730833,-98.516667
647,MOLCAXAC,SANTA CRUZ HUITZILTEPEC,21DJN0437C,YAN KUI TANESI,52, DAÑO MENOR ,TERCERA ETAPA,0,18.733333,-97.875
648,HUEJOTZINGO,SAN JUAN PANCOAC,21DPR2418S,PEDRO MORALES,167, DAÑO MENOR ,SEGUNDA ETAPA A,100,19.149167,-98.441944
649,TEHUITZINGO,TEHUITZINGO,21DJN0768T,ANTONIO CRISOSTOMO MUNOZ,25, DAÑO MENOR ,OTROS RECURSOS,100,18.393611,-98.2025
650,HUEJOTZINGO,SAN MIGUEL TIANGUIZOLCO,21DJN0450X,XIUHTECUHTLI,152, DAÑO MENOR ,SEGUNDA ETAPA A,100,19.158611,-98.440833
651,HUEJOTZINGO,SAN JUAN PANCOAC,21ETV0697D,LEANDRO VALLE,50, DAÑO MENOR ,SEGUNDA ETAPA A,100,19.149167,-98.441944
652,IZÚCAR DE MATAMOROS,SAN CARLOS BUENAVISTA,21DPR2486P,AGUSTIN CORTES,128, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.514167,-98.519722
653,CHIETLA,TZOMPAHUACAN,21EPR0100H,BENITO JUAREZ,44, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.530278,-98.7025
654,TEHUACÁN,TEHUACAN,21MSU1241G,UNIVERSIDAD TECNOLOGICA DE TEHUACAN,2010, DAÑO MENOR ,TERCERA ETAPA,100,18.414898,-97.344065
655,IZÚCAR DE MATAMOROS,IZUCAR DE MATAMOROS,21EBH0779E,BACHILLERATO MUNICIPAL,0, DAÑO MENOR ,OTROS RECURSOS,100,18.068056,-98.309444
656,IZÚCAR DE MATAMOROS,SAN LUCAS COLUCAN,21DJN0218Q,ARISTEO JUAREZ FUENTES,107, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.509167,-98.479722
657,IZÚCAR DE MATAMOROS,SANTA MARIA XUCHAPA,21EBH1176U,BACHILLERATO DIGITAL NUM. 200,46, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.371667,-98.4925
658,CHIETLA,TZOMPAHUACAN,21ETV0391M,DANIEL COSIO,39, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.530278,-98.7025
659,IZÚCAR DE MATAMOROS,LAS CASITAS,21DPR2455W,BENITO JUAREZ,19, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.499439,-98.354066
660,IZÚCAR DE MATAMOROS,IZUCAR DE MATAMOROS,21DCC1200I,CONSUELO VARGAS DE ROMERO,40, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.565801,-98.440871
661,TEPATLAXCO DE HIDALGO,TEPATLAXCO DE HIDALGO,21DES0044Z,JUAN DE LA BARRERA,1054, DAÑO MENOR ,TERCERA ETAPA,0,19.086281,-97.974642
662,TEHUACÁN,TEHUACAN,21EPR0420S,INGENIERO PASTOR ROUAIX,965, DAÑO MENOR ,OTROS RECURSOS,100,18.454951,-97.390621
663,PUEBLA,LA RESURRECCION,21DST0040W,ESCUELA SECUNDARIA TECNICA NUM. 35,1514, DAÑO MENOR ,TERCERA ETAPA,0,19.090616,-98.130346
664,AMOZOC,AMOZOC DE MOTA,21EPO0002J,UNIVERSIDAD POLITÉCNICA DE AMOZOC,1291, DAÑO MENOR ,TERCERA ETAPA,0,19.074398,-98.041976
665,TEHUACÁN,TEHUACAN,21EES0246V,HEROES DE LA INDEPENDENCIA,866, DAÑO MENOR ,TERCERA ETAPA,100,18.462174,-97.417156
666,TEHUACÁN,TEHUACAN,21EPR0594I,C.E. PRESIDENTE VENUSTIANO CARRANZA,854, DAÑO MENOR ,TERCERA ETAPA,0,18.469243,-97.397099
667,TEHUACÁN,TEHUACAN,21DPR0417F,LIBERACION,829, DAÑO MENOR ,TERCERA ETAPA,0,18.476876,-97.396952
668,AMOZOC,SAN MATEO,21DPR2367B,BENITO JUAREZ,828, DAÑO MENOR ,TERCERA ETAPA,0,19.043048,-98.075341
669,SAN MIGUEL XOXTLA,SAN MIGUEL XOXTLA,21DST0020I,ESCUELA SECUNDARIA TECNICA NUM. 20,948, DAÑO MENOR ,TERCERA ETAPA,100,19.164657,-98.30943
670,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21DTV0082I,TELESECUNDARIA 82,740, DAÑO MENOR ,TERCERA ETAPA,0,19.048363,-98.153937
671,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21DES0021P,TIERRA Y LIBERTAD,731, DAÑO MENOR ,TERCERA ETAPA,0,19.013331,-98.208678
672,HUEJOTZINGO,CUARTO BARRIO,21EPR1527R,C.E. PROFESOR ENRIQUE MARTINEZ MARQUEZ,759, DAÑO MENOR ,TERCERA ETAPA,0,19.163859,-98.411894
673,TEHUACÁN,TEHUACAN,21DES0116C,RAUL LOPEZ RAMIREZ,934, DAÑO MENOR ,TERCERA ETAPA,100,18.451024,-97.373123
674,TEHUACÁN,TEHUACAN,21DST0094Z,ESCUELA SECUNDARIA TECNICA NUM. 86,976, DAÑO MENOR ,TERCERA ETAPA,0,18.452036,-97.415537
675,CUAPIAXTLA DE MADERO,CUAPIAXTLA DE MADERO,21EPR0067Q,ALVARO OBREGON,729, DAÑO MENOR ,TERCERA ETAPA,0,18.914843,-97.827006
676,CORONANGO,CORONANGO,21DST0049N,ESCUELA SECUNDARIA TECNICA NUM. 45,729, DAÑO MENOR ,TERCERA ETAPA,100,19.124571,-98.302373
677,EPATLÁN,SANTA ANA NECOXTLA,21TAR0048S,ALBERGUE ESCOLAR RURAL NUM. 48,61, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.613313,-98.383846
678,EPATLÁN,SAN MATEO OXTOTLA,21DPR2168C,HIDALGO,9, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.607778,-98.389444
679,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21DPB0610J,QUETZALCOATL,707, DAÑO MENOR ,TERCERA ETAPA,100,19.089593,-98.136252
680,CORONANGO,SANTA MARIA CORONANGO,21DPR2544P,JUAN DE DIOS PEZA,720, DAÑO MENOR ,OTROS RECURSOS,100,19.131213,-98.287838
681,SAN PEDRO CHOLULA,CHOLULA DE RIVADAVIA,21DPR1896L,EMPERADOR CUAUHTEMOC,714, DAÑO MENOR ,OTROS RECURSOS,100,19.069407,-98.321617
682,TEPEACA,TEPEACA,21DCT0304N,CENTRO DE ESTUDIOS TECNOLÓGICOS INDUSTRIALES Y DE SERVICIOS NUM. 151,1105, DAÑO MAYOR ,ESCUELAS AL CIEN 2018,100,19.08639,-98.223356
683,IZÚCAR DE MATAMOROS,SANTA MARIA XUCHAPA,21DPR2483S,AGUSTIN CORTES,124, DAÑO MAYOR ,ESCUELAS AL CIEN 2018,100,18.524167,-98.456111
684,PUEBLA,SANTA LUCIA VILLA ALTAMIRANO,21DPR3684W,JUAN CRISOSTOMO BONILLA,707, DAÑO MENOR ,TERCERA ETAPA,0,18.958902,-98.226961
685,IZÚCAR DE MATAMOROS,LA GALARZA,21DPR2475J,BENITO JUAREZ,299, DAÑO MAYOR ,ESCUELAS AL CIEN 2018,100,18.655498,-98.464554
686,PUEBLA,SANTA MARIA XONACATEPEC,21DST0077J,ESCUELA SECUNDARIA TECNICA NUM. 66,619, DAÑO MENOR ,TERCERA ETAPA,0,19.100557,-98.092176
687,SAN PEDRO CHOLULA,CHOLULA DE RIVADAVIA,21DES0023N,PROFESOR  MOISES SAENZ,1377, DAÑO MENOR ,OTROS RECURSOS,100,19.068872,-98.324507
688,IZÚCAR DE MATAMOROS,IZUCAR DE MATAMOROS,21DCT0003R,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 184,941, DAÑO MAYOR ,ESCUELAS AL CIEN 2018,100,19.289224,-98.426444
689,IZÚCAR DE MATAMOROS,IZUCAR DE MATAMOROS,21DJN0162E,DIEGO RIVERA,310, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.599618,-98.45875
690,IZÚCAR DE MATAMOROS,SAN PEDRO CALANTLA,21EPR0166Q,CIRO GAVITO,60, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.596389,-98.395556
691,IZÚCAR DE MATAMOROS,SAN JUAN RABOSO,21DPR3425I,EMILIANO ZAPATA,182, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.571777,-98.440121
692,IZÚCAR DE MATAMOROS,MATZACO,21DPR2494Y,EMILIANO ZAPATA,177, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.560497,-98.485301
693,IZÚCAR DE MATAMOROS,EL CALVARIO,21DPR3431T,EMPERADOR CUAUHTEMOC,113, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.559068,-98.556929
694,IZÚCAR DE MATAMOROS,IZUCAR DE MATAMOROS,21DPR1027X,CUAUHTEMOC,107, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.585885,-98.46236
695,IZÚCAR DE MATAMOROS,SAN MANUEL LA PAROTA,21DTV0411K,ESCUDO NACIONAL,47, DAÑO MENOR ,TERCERA ETAPA,100,18.371667,-98.4925
696,IZÚCAR DE MATAMOROS,SAN ISIDRO,21DPR2489M,FRANCISCO MENDOZA,30, DAÑO MENOR ,TERCERA ETAPA,100,18.569444,-98.424167
697,IZÚCAR DE MATAMOROS,IZUCAR DE MATAMOROS,21SBC2103Q,HERMANOS SERDAN,41, DAÑO MENOR ,SEGUNDA ETAPA A,0,18.464952,-97.374198
698,IZÚCAR DE MATAMOROS,IZUCAR DE MATAMOROS,21DPR2787L,JESUS MERINO,277, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.604224,-98.477914
699,IZÚCAR DE MATAMOROS,IZUCAR DE MATAMOROS,21DCC1161X,JOSEFA ORTIZ DE DOMINGUEZ,41, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.675862,-98.444029
700,IZÚCAR DE MATAMOROS,LA GALARZA,21EBH0533L,JOSEFA ORTIZ DE DOMINGUEZ,102, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.379444,-97.578889
701,ATZITZIHUACÁN,SAN JUAN AMECAC,21EST0002S,TENIENTE JOSE AZUETA,300, DAÑO MENOR ,DONACIÓN,100,18.82957,-98.656795
702,IZÚCAR DE MATAMOROS,IZUCAR DE MATAMOROS,21DPR0516F,LICENCIADO BENITO JUAREZ,456, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.595086,-98.468668
703,IZÚCAR DE MATAMOROS,IZUCAR DE MATAMOROS,21EJN0915L,LOMAS DE GUADALUPE,56, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.610394,-98.472774
704,IZÚCAR DE MATAMOROS,SAN MIGUEL LAS MINAS,21DJN0601M,LUNARITA,47, DAÑO MENOR ,TERCERA ETAPA,100,18.518333,-98.334167
705,IZÚCAR DE MATAMOROS,SANTA MARIA XUCHAPA,21DJN0864W,MANUEL PAYNO,57, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.524167,-98.456111
706,IZÚCAR DE MATAMOROS,SAN JUAN RABOSO,21DPR2481U,FRANCISCO I. MADERO,295, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.573096,-98.439526
707,IZÚCAR DE MATAMOROS,MEXQUITEPEC,21DPR1108H,MARIANO ESCOBEDO,24, DAÑO MENOR ,TERCERA ETAPA,100,18.443931,-98.38929
708,IZÚCAR DE MATAMOROS,IZUCAR DE MATAMOROS,21DTV0302D,NIÑOS HEROES,236, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.609824,-98.449367
709,IZÚCAR DE MATAMOROS,IZUCAR DE MATAMOROS,21EBH0646O,OCTAVIO PAZ,49, DAÑO MENOR ,SEGUNDA ETAPA A,0,18.853333,-97.315
710,IZÚCAR DE MATAMOROS,IZUCAR DE MATAMOROS,21DPR0200H,ITZOCAN,73, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.608178,-98.458357
711,IZÚCAR DE MATAMOROS,IZUCAR DE MATAMOROS,21EJN0287L,PEQUEÑOS WINDIS,107, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.597534,-98.491103
712,IZÚCAR DE MATAMOROS,IZUCAR DE MATAMOROS,21EBH0463G,PORFIRIO FLORES HIDALGO,97, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.903203,-98.439781
713,IZÚCAR DE MATAMOROS,IZUCAR DE MATAMOROS,21DPR2476I,JOSE MARIA HERCULANO SANCHEZ,489, DAÑO MAYOR ,ESCUELAS AL CIEN 2018,100,18.602644,-98.46423
714,IZÚCAR DE MATAMOROS,LOS AMATES,21KJN1302E,PREESCOLAR COMUNITARIO LOS AMATES,21, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.473788,-98.366541
715,IZÚCAR DE MATAMOROS,SAN LUCAS COLUCAN,21DPR2454X,JOSE MARIA MORELOS,246, DAÑO MAYOR ,ESCUELAS AL CIEN 2018,100,18.509167,-98.479722
716,IZÚCAR DE MATAMOROS,SAN NICOLAS TOLENTINO,21DES0032V,PLAN DE AYALA,517, DAÑO MAYOR ,DONACIÓN,100,18.552902,-98.502366
717,IZÚCAR DE MATAMOROS,SAN MIGUEL LAS MINAS,21DPR2495X,JOSE MARIA MORELOS,139, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.518333,-98.334167
718,IZÚCAR DE MATAMOROS,MATZACO,21DPR0771X,LAZARO CARDENAS,164, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.555927,-98.490406
719,IZÚCAR DE MATAMOROS,HUAXTEPEC,21KJN0484X,PREESCOLAR COMUNITARIO RURAL HUAXTEPEC,11, DAÑO MENOR ,TERCERA ETAPA,100,18.381667,-98.455556
720,IZÚCAR DE MATAMOROS,SAN RAFAEL,21KJN0412D,PREESCOLAR COMUNITARIO RURAL SAN RAFAEL,1, DAÑO MENOR ,TERCERA ETAPA,100,18.420466,-98.460819
721,IZÚCAR DE MATAMOROS,IZUCAR DE MATAMOROS,21DJN2513F,PREESCOLAR GENERAL,32, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.599125,-98.467785
722,SAN MARTÍN TOTOLTEPEC,SAN MARTIN TOTOLTEPEC,21DPR0319E,JOSE MARIA MORELOS,98, DAÑO MAYOR ,ESCUELAS AL CIEN 2018,100,18.651389,-98.346111
723,IZÚCAR DE MATAMOROS,HUAXTEPEC,21KPR1007T,PRIMARIA COMUNITARIA RURAL HUAXTEPEC,15, DAÑO MENOR ,TERCERA ETAPA,100,18.381667,-98.455556
724,JUAN C. BONILLA,SANTA MARIA ZACATEPEC,21DPR2452Z,FRAY BARTOLOME DE LAS CASAS,344, DAÑO MENOR ,TERCERA ETAPA,100,19.102656,-98.348609
725,OCOYUCAN,SANTA MARTHA HIDALGO,21EJN0127Y,OCTIL ANCATL MIAC XOCHITL,103, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.985,-98.324444
726,OCOYUCAN,SANTA MARTHA HIDALGO,21DPR1211U,EMANCIPACION,161, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.985,-98.324444
727,OCOYUCAN,CHALCHIHUAPAN,21DCC0128I,GUILLERMO JIMENEZ MORALES,202, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.971026,-98.334239
728,HUEJOTZINGO,SANTA ANA XALMIMILULCO,21DPR2420G,RAFAEL SERRANO,669, DAÑO MENOR ,TERCERA ETAPA,0,19.206475,-98.383373
729,SAN MIGUEL XOXTLA,SAN MIGUEL XOXTLA,21DPR0323R,AQUILES SERDAN,671, DAÑO MENOR ,OTROS RECURSOS,100,19.171988,-98.307161
730,SAN SALVADOR EL VERDE,SAN LUCAS EL GRANDE,21DPR0357H,JOSE MARIA MORELOS Y PAVON,654, DAÑO MENOR ,TERCERA ETAPA,0,19.304882,-98.474812
731,TEPEOJUMA,TEPEOJUMA,21EPR0428K,MIGUEL HIDALGO,500, DAÑO MAYOR ,ESCUELAS AL CIEN 2018,100,18.723121,-98.449301
732,PUEBLA,SAN MIGUEL CANOA,21EPR0241G,JOSE MARIA MORELOS Y PAVON,609, DAÑO MENOR ,TERCERA ETAPA,100,19.144462,-98.106358
733,TEPEXCO,TEPEXCO,21EPR0433W,20 DE NOVIEMBRE,179, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.643333,-98.691111
734,TEPEXCO,TEPEXCO,21EPR0707V,EMILIANO ZAPATA,291, DAÑO MAYOR ,ESCUELAS AL CIEN 2018,100,18.635713,-98.631015
735,SAN SALVADOR EL VERDE,SAN LUCAS EL GRANDE,21DES0103Z,AARON MERINO FERNANDEZ,603, DAÑO MENOR ,TERCERA ETAPA,0,19.307517,-98.474804
736,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21DPR2037K,MTRO. RAUL ISIDRO BURGOS,639, DAÑO MENOR ,TERCERA ETAPA,0,19.011254,-98.231751
737,SAN PEDRO CHOLULA,CHOLULA DE RIVADAVIA,21EBH0100Y,SARA MARIA BASAVE DE TOXQUI,597, DAÑO MENOR ,TERCERA ETAPA,0,19.039536,-98.221289
738,TEHUACÁN,TEHUACAN,21DPR0413J,BRAULIO RODRIGUEZ,633, DAÑO MENOR ,TERCERA ETAPA,0,18.467886,-97.379889
739,TEHUACÁN,MAGDALENA CUAYUCATEPEC,21DPR2804L,NARCISO MENDOZA,634, DAÑO MENOR ,TERCERA ETAPA,0,18.547546,-97.485616
740,OCOYUCAN,SAN BERNABE TEMOXTITLA,21DJN2357E,NEZAHUALCÓYOTL,117, DAÑO MENOR ,SEGUNDA ETAPA A,85,18.996085,-98.330755
741,OCOYUCAN,SANTA CRUZ HIDALGO (SANTA MARTHA HIDALGO),21DPR2686N,BENITO JUAREZ,42, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.913889,-98.354444
742,OCOYUCAN,FRANCISCO SARABIA,21DJN0820Z,FRANCISCO SARABIA,77, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.964167,-98.313889
743,OCOYUCAN,FRANCISCO SARABIA,21DPR1096T,MIGUEL HIDALGO,173, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.964167,-98.313889
744,OCOYUCAN,LA PASTORIA,21DPR1532D,IGNACIO ZARAGOZA,41, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.877596,-98.318521
745,OCOYUCAN,SAN BERNARDINO CHALCHIHUAPAN,21ETV0533U,AMADO CAMACHO,44, DAÑO MENOR ,SEGUNDA ETAPA A,96,18.977432,-98.339348
746,TILAPA,TILAPA,21EPR0695G,NARCISO MENDOZA,79, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.593939,-98.554562
747,OCOYUCAN,SAN ISIDRO PETLACATL,21DJN1678H,JOSE LUIS RODRIGUEZ ALCONEDO,32, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.965556,-98.300278
748,TILAPA,TILAPA,21ETV0478R,ROSARIO CASTELLANOS,108, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.588619,-98.552365
749,OCOYUCAN,SANTA CLARA OCOYUCAN,21EBH0538G,FRANCISCO VILLA,143, DAÑO MENOR ,SEGUNDA ETAPA A,100,19.073836,-98.172629
750,OCOYUCAN,SANTA CLARA OCOYUCAN,21ETV0117G,JUAN N. NAVARRO,241, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.977149,-98.302301
751,OCOYUCAN,SANTA CLARA OCOYUCAN,21DJN2335T,MIGUEL HIDALGO Y COSTILLA,118, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.976944,-98.301389
752,OCOYUCAN,SANTA CLARA OCOYUCAN,21DJN2358D,TLANESI,82, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.935973,-98.268181
753,OCOYUCAN,SANTA CLARA OCOYUCAN,21DJN2336S,YOLOTZIN,81, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.976944,-98.301389
754,OCOYUCAN,SANTA MARIA MALACATEPEC,21DJN2274W,CALMECAC,51, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.941944,-98.301913
755,OCOYUCAN,SANTA MARIA MALACATEPEC,21DJN2338Q,FRANCISCO GABILONDO SOLER,103, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.943056,-98.301667
756,OCOYUCAN,SANTA MARIA MALACATEPEC,21EPR1614M,PRIMARIA GENERAL,196, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.933713,-98.268662
757,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21EPR0294L,LEONA VICARIO,0, DAÑO MAYOR ,SEGUNDA ETAPA A,100,19.046111,-98.205899
758,OCOYUCAN,SANTA CLARA OCOYUCAN,21EBH0151E,PROGRESO DE LAS AMERICAS,238, DAÑO MENOR ,OTROS RECURSOS,100,20.024108,-97.647191
759,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21EBH0226E,BACHILLERATO INSURGENTES,484, DAÑO MENOR ,SEGUNDA ETAPA A,100,20.225687,-98.108659
760,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21EPR0517D,DEFENSORES DE LA REPUBLICA,187, DAÑO MENOR ,SEGUNDA ETAPA A,100,19.058116,-98.211664
761,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21EJN0039D,FEDERICO FROEBEL,182, DAÑO MENOR ,SEGUNDA ETAPA A,100,19.051893,-98.194337
762,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21EES0283Z,DEFENSORES DE LA PATRIA,128, DAÑO MENOR ,SEGUNDA ETAPA A,100,19.057604,-98.210526
763,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21EML0001Q,CENTRO DE ATENCIÓN MÚLTIPLE CLUB DE LEONES,43, DAÑO MENOR ,TERCERA ETAPA,0,19.815556,-97.806944
764,SAN PEDRO CHOLULA,CHOLULA DE RIVADAVIA,21EPR0498F,C.E. PRESIDENTE LICENCIADO MIGUEL ALEMÁN,616, DAÑO MENOR ,TERCERA ETAPA,100,19.061909,-98.311408
765,HUEJOTZINGO,HUEJOTZINGO,21EBH0118X,C.E. PROFESOR ENRIQUE MARTINEZ MARQUEZ,611, DAÑO MENOR ,OTROS RECURSOS,100,18.885278,-97.727778
766,AMOZOC,AMOZOC DE MOTA,21DPR0926I,VICENTE SUAREZ,612, DAÑO MENOR ,TERCERA ETAPA,0,19.06435,-98.045785
767,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21DPR1563X,MARIANO MATAMOROS,619, DAÑO MENOR ,TERCERA ETAPA,0,18.945775,-98.159248
768,TEHUACÁN,TEHUACAN,21EES0011H,C.E. PRESIDENTE VENUSTIANO CARRANZA,589, DAÑO MENOR ,TERCERA ETAPA,0,18.469243,-97.397099
769,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21EES0091J,VENUSTIANO CARRANZA,547, DAÑO MENOR ,TERCERA ETAPA,0,19.040514,-98.214473
770,PUEBLA,AGUA SANTA,21DST0089O,ESCUELA SECUNDARIA TECNICA NUM. 80,901, DAÑO MAYOR ,ESCUELAS AL CIEN 2018,100,18.992146,-98.239319
771,PUEBLA,AGUA SANTA,21EPR0723M,PROFESORA AMALIA CONTRERAS DE LOBATO,1391, DAÑO MAYOR ,ESCUELAS AL CIEN 2018,100,18.98757,-98.244185
772,YEHUALTEPEC,SAN GABRIEL TETZOYOCAN,21DPR0781D,BENITO JUAREZ,588, DAÑO MENOR ,OTROS RECURSOS,100,18.761121,-97.704639
773,SAN SALVADOR EL VERDE,SAN SALVADOR EL VERDE,21DCT0309I,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 252,544, DAÑO MENOR ,TERCERA ETAPA,0,18.834626,-97.541419
774,SAN MARTÍN TEXMELUCAN,SAN MARTIN TEXMELUCAN DE LABASTIDA,21DPR1527S,VENUSTIANO CARRANZA,569, DAÑO MENOR ,TERCERA ETAPA,100,19.286631,-98.428146
775,TEHUACÁN,TEHUACAN,21DPB0681D,FUERTE DE LORETO,550, DAÑO MENOR ,TERCERA ETAPA,0,18.446605,-97.412046
776,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21DPR3643W,16 DE SEPTIEMBRE DE 1810,613, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.985131,-98.217212
777,SAN MARTÍN TEXMELUCAN,SAN MARTIN TEXMELUCAN DE LABASTIDA,21EPR0379S,EUFROSINA CAMACHO VIUDA DE AVILA,536, DAÑO MENOR ,TERCERA ETAPA,0,19.284786,-98.43766
778,TEHUACÁN,TEHUACAN,21DPR2972H,LIBERACION,525, DAÑO MENOR ,TERCERA ETAPA,0,18.476999,-97.397032
779,TEHUACÁN,SANTA MARIA COAPAN,21ETV0211L,ISAAC OCHOTERENA,506, DAÑO MENOR ,TERCERA ETAPA,0,18.434981,-97.408114
780,AMOZOC,AMOZOC DE MOTA,21DPR3673Q,RAFAEL RAMIREZ,526, DAÑO MENOR ,TERCERA ETAPA,0,19.060803,-98.044903
781,SAN PEDRO CHOLULA,SAN GREGORIO ZACAPECHPAN,21DPR0345C,MIGUEL HIDALGO,526, DAÑO MENOR ,TERCERA ETAPA,0,19.054069,-98.349615
782,ACAJETE,TLACAMILCO,21DPR0928G,IGNACIO ZARAGOZA,512, DAÑO MENOR ,TERCERA ETAPA,0,19.060141,-97.927215
783,SAN MIGUEL XOXTLA,SAN MIGUEL XOXTLA,21ECB0016E,COLEGIO DE BACHILLERES PLANTEL  13,540, DAÑO MENOR ,TERCERA ETAPA,100,19.28833,-98.447302
784,SAN PEDRO CHOLULA,SAN CRISTOBAL TEPONTLA,21DPR0939M,IGNACIO ALLENDE,501, DAÑO MENOR ,OTROS RECURSOS,100,19.070059,-98.323033
785,YEHUALTEPEC,YEHUALTEPEC,21EPR0475V,BENITO JUAREZ,510, DAÑO MENOR ,OTROS RECURSOS,100,18.794029,-97.661856
786,TEPANCO DE LÓPEZ,SAN BARTOLO TEONTEPEC,21DPR0462S,GENERAL RAFAEL AVILA CAMACHO,507, DAÑO MENOR ,TERCERA ETAPA,0,18.489157,-97.523279
787,CORONANGO,SAN FRANCISCO OCOTLAN,21EPR1604F,JAIME SABINES,502, DAÑO MENOR ,OTROS RECURSOS,100,19.132222,-98.285278
788,JUAN C. BONILLA,CUANALA,21EPR0182H,IGNACIO ZARAGOZA,505, DAÑO MENOR ,TERCERA ETAPA,0,19.111192,-98.331506
789,PUEBLA,SANTA CATARINA,21DPR3505U,20 DE NOVIEMBRE,446, DAÑO MENOR ,OTROS RECURSOS,100,18.97307,-98.163495
790,TEHUACÁN,TEHUACAN,21DPR2650Z,PLAN DE AYALA,466, DAÑO MENOR ,OTROS RECURSOS,100,18.441509,-97.40167
791,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21MSU9011Q,BENEMERITO INSTITUTO NORMAL DEL ESTADO GENERAL JUAN CRISOSTOMO BONILLA,1726, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,19.065302,-98.224126
792,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21DCC0748Q,CITLALI,55, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.981787,-98.208709
