N°,Municipio,Etapa,Edad,Género
1834,PUEBLA,1,31,Femenino
1835,PUEBLA,1,73,Femenino
1836,PUEBLA,1,19,Femenino
1837,PUEBLA,1,46,Femenino
1838,PUEBLA,1,18,Femenino
1839,PUEBLA,1,60,Femenino
1840,PUEBLA,1,40,Femenino
1841,PUEBLA,1,43,Femenino
1842,PUEBLA,1,33,Femenino
1843,PUEBLA,1,35,Femenino
1844,PUEBLA,1,54,Femenino
1845,PUEBLA,1,41,Femenino
1846,PUEBLA,1,34,Femenino
1847,PUEBLA,1,49,Femenino
1848,PUEBLA,1,69,Femenino
1849,PUEBLA,1,38,Femenino
1850,PUEBLA,1,61,Femenino
1851,PUEBLA,1,39,Femenino
1852,PUEBLA,1,41,Femenino
1853,PUEBLA,1,52,Femenino
1854,PUEBLA,1,56,Femenino
1855,PUEBLA,1,38,Femenino
1856,PUEBLA,1,43,Femenino
1857,PUEBLA,1,64,Femenino
1858,PUEBLA,1,22,Femenino
1859,PUEBLA,1,62,Femenino
1860,PUEBLA,1,45,Femenino
1861,PUEBLA,1,72,Femenino
1862,PUEBLA,1,40,Femenino
1863,PUEBLA,1,56,Femenino
1864,PUEBLA,1,57,Femenino
1865,PUEBLA,1,28,Femenino
1866,PUEBLA,1,40,Femenino
1867,PUEBLA,1,55,Femenino
1868,PUEBLA,1,44,Femenino
1869,PUEBLA,1,46,Femenino
1870,PUEBLA,1,21,Femenino
1871,PUEBLA,1,18,Femenino
1872,PUEBLA,1,22,Femenino
1873,PUEBLA,1,23,Femenino
1874,PUEBLA,1,45,Femenino
1875,PUEBLA,1,22,Femenino
1876,PUEBLA,1,55,Femenino
1877,PUEBLA,1,49,Femenino
1878,PUEBLA,1,53,Femenino
1879,PUEBLA,1,67,Femenino
1880,PUEBLA,1,18,Femenino
1881,PUEBLA,1,24,Femenino
1882,PUEBLA,1,57,Femenino
1883,PUEBLA,1,65,Femenino
1884,PUEBLA,2,44,Femenino
1885,PUEBLA,2,25,Femenino
1886,PUEBLA,2,38,Femenino
1887,PUEBLA,2,28,Femenino
1888,PUEBLA,2,22,Femenino
1889,PUEBLA,2,21,Femenino
1890,PUEBLA,2,60,Femenino
1891,PUEBLA,2,62,Femenino
1892,PUEBLA,2,31,Femenino
1893,PUEBLA,2,41,Femenino
1894,PUEBLA,2,48,Femenino
1895,PUEBLA,2,47,Femenino
1896,PUEBLA,2,44,Femenino
1897,PUEBLA,2,36,Femenino
1898,PUEBLA,2,48,Femenino
1899,PUEBLA,2,28,Femenino
1900,PUEBLA,2,46,Femenino
1901,PUEBLA,2,46,Femenino
1902,PUEBLA,2,40,Femenino
1903,PUEBLA,2,34,Femenino
1904,PUEBLA,2,18,Femenino
1905,PUEBLA,2,33,Femenino
1906,PUEBLA,2,46,Femenino
1907,PUEBLA,2,43,Femenino
1908,PUEBLA,2,52,Femenino
1909,PUEBLA,2,54,Femenino
1910,PUEBLA,2,34,Femenino
1911,PUEBLA,2,55,Femenino
1912,PUEBLA,2,54,Femenino
1913,PUEBLA,2,38,Femenino
1914,PUEBLA,2,27,Femenino
1915,PUEBLA,2,29,Femenino
1916,PUEBLA,2,36,Femenino
1917,PUEBLA,2,65,Femenino
1918,PUEBLA,2,33,Femenino
1919,PUEBLA,7,45,Femenino
1920,PUEBLA,7,31,Femenino
1921,PUEBLA,7,43,Femenino
1922,PUEBLA,7,72,Femenino
1923,PUEBLA,7,23,Femenino
1924,PUEBLA,7,37,Femenino
1925,HUEJOTZINGO,1,53,Femenino
1926,HUEJOTZINGO,1,57,Femenino
1927,HUEJOTZINGO,1,31,Femenino
1928,HUEJOTZINGO,1,34,Femenino
1929,SAN MARTIN TEXMELUCAN,1,26,Femenino
1930,HUEJOTZINGO,1,53,Femenino
1931,HUEJOTZINGO,1,32,Femenino
1932,SAN SALVADOR EL VERDE,1,28,Femenino
1933,SAN SALVADOR EL VERDE,1,21,Femenino
1934,SAN SALVADOR EL VERDE,1,34,Femenino
1935,SAN SALVADOR EL VERDE,1,26,Femenino
1936,SAN SALVADOR EL VERDE,1,42,Femenino
1937,HUEJOTZINGO,1,27,Femenino
1938,HUEJOTZINGO,1,23,Femenino
1939,SAN MARTIN TEXMELUCAN,1,24,Femenino
1940,HUEJOTZINGO,1,25,Femenino
1941,HUEJOTZINGO,1,48,Femenino
1942,HUEJOTZINGO,1,39,Femenino
1943,HUEJOTZINGO,1,38,Femenino
1944,HUEJOTZINGO,1,32,Femenino
1945,HUEJOTZINGO,1,38,Femenino
1946,HUEJOTZINGO,1,44,Femenino
1947,HUEJOTZINGO,1,46,Femenino
1948,HUEJOTZINGO,1,27,Femenino
1949,HUEJOTZINGO,1,57,Femenino
1950,HUEJOTZINGO,1,34,Femenino
1951,HUEJOTZINGO,1,40,Femenino
1952,SAN SALVADOR EL VERDE,1,43,Femenino
1953,SAN SALVADOR EL VERDE,1,30,Femenino
1954,SAN SALVADOR EL VERDE,1,32,Femenino
1955,SAN SALVADOR EL VERDE,1,20,Femenino
1956,SAN MARTIN TEXMELUCAN,1,44,Femenino
1957,HUEJOTZINGO,1,38,Femenino
1958,HUEJOTZINGO,1,54,Femenino
1959,HUEJOTZINGO,1,62,Femenino
1960,HUEJOTZINGO,1,63,Femenino
1961,HUEJOTZINGO,1,21,Femenino
1962,HUEJOTZINGO,1,52,Femenino
1963,HUEJOTZINGO,1,23,Femenino
1964,HUEJOTZINGO,1,63,Femenino
1965,HUEJOTZINGO,1,49,Femenino
1966,HUEJOTZINGO,1,38,Femenino
1967,HUEJOTZINGO,1,52,Femenino
1968,HUEJOTZINGO,1,36,Femenino
1969,HUEJOTZINGO,1,60,Femenino
1970,HUEJOTZINGO,1,58,Femenino
1971,HUEJOTZINGO,1,25,Femenino
1972,SAN MARTIN TEXMELUCAN,1,55,Femenino
1973,SAN MARTIN TEXMELUCAN,1,32,Femenino
1974,SAN MARTIN TEXMELUCAN,1,29,Femenino
1975,SAN MARTIN TEXMELUCAN,1,69,Femenino
1976,SAN MARTIN TEXMELUCAN,1,34,Femenino
1977,SAN MARTIN TEXMELUCAN,1,36,Femenino
1978,SAN MARTIN TEXMELUCAN,1,42,Femenino
1979,SAN MARTIN TEXMELUCAN,1,53,Femenino
1980,SAN MARTIN TEXMELUCAN,1,55,Femenino
1981,SAN MARTIN TEXMELUCAN,1,47,Femenino
1982,SAN MARTIN TEXMELUCAN,1,20,Femenino
1983,PUEBLA,1,22,Femenino
1984,TLAHUAPAN,1,54,Femenino
1985,TLAHUAPAN,1,24,Femenino
1986,TLAHUAPAN,1,49,Femenino
1987,TLAHUAPAN,1,37,Femenino
1988,TLAHUAPAN,1,33,Femenino
1989,TLAHUAPAN,1,18,Femenino
1990,TLAHUAPAN,1,26,Femenino
1991,TLAHUAPAN,1,23,Femenino
1992,TLAHUAPAN,1,47,Femenino
1993,TLAHUAPAN,1,27,Femenino
1994,HUEJOTZINGO,1,25,Femenino
1995,HUEJOTZINGO,1,55,Femenino
1996,HUEJOTZINGO,1,58,Femenino
1997,HUEJOTZINGO,1,24,Femenino
1998,HUEJOTZINGO,1,55,Femenino
1999,HUEJOTZINGO,1,40,Femenino
2000,SAN MARTIN TEXMELUCAN,1,60,Femenino
2001,SAN MARTIN TEXMELUCAN,1,46,Femenino
2002,SAN MARTIN TEXMELUCAN,1,37,Femenino
2003,SAN MARTIN TEXMELUCAN,1,42,Femenino
2004,SAN MARTIN TEXMELUCAN,1,49,Femenino
2005,SAN MARTIN TEXMELUCAN,1,36,Femenino
2006,SAN MARTIN TEXMELUCAN,1,64,Femenino
2007,TLAHUAPAN,1,50,Femenino
2008,TLAHUAPAN,1,41,Femenino
2009,TLAHUAPAN,1,71,Femenino
2010,TLAHUAPAN,1,37,Femenino
2011,TLAHUAPAN,1,20,Femenino
2012,TLAHUAPAN,1,36,Femenino
2013,TLAHUAPAN,1,41,Femenino
2014,SAN MARTIN TEXMELUCAN,1,51,Femenino
2015,SAN MARTIN TEXMELUCAN,1,27,Femenino
2016,SAN MARTIN TEXMELUCAN,1,33,Femenino
2017,SAN MARTIN TEXMELUCAN,1,23,Femenino
2018,SAN MARTIN TEXMELUCAN,1,28,Femenino
2019,TLAHUAPAN,1,43,Femenino
2020,TLAHUAPAN,1,20,Femenino
2021,TLAHUAPAN,1,28,Femenino
2022,TLAHUAPAN,1,30,Femenino
2023,TLAHUAPAN,1,41,Femenino
2024,TLAHUAPAN,1,61,Femenino
2025,TLAHUAPAN,1,38,Femenino
2026,TLAHUAPAN,1,79,Femenino
2027,SAN MARTIN TEXMELUCAN,1,48,Femenino
2028,SAN MARTIN TEXMELUCAN,1,23,Femenino
2029,SAN MARTIN TEXMELUCAN,1,30,Femenino
2030,SAN MARTIN TEXMELUCAN,1,42,Femenino
2031,SAN MARTIN TEXMELUCAN,1,39,Femenino
2032,TLAHUAPAN,1,41,Femenino
2033,TLAHUAPAN,1,43,Femenino
2034,TLAHUAPAN,1,27,Femenino
2035,TLAHUAPAN,1,34,Femenino
2036,TLAHUAPAN,1,57,Femenino
2037,TLAHUAPAN,1,35,Femenino
2038,TLAHUAPAN,1,66,Femenino
2039,TLAHUAPAN,1,48,Femenino
2040,TLAHUAPAN,1,56,Femenino
2041,TLAHUAPAN,1,49,Femenino
2042,TLAHUAPAN,1,77,Femenino
2043,TLAHUAPAN,1,60,Femenino
2044,TLAHUAPAN,1,24,Femenino
2045,TLAHUAPAN,1,44,Femenino
2046,TLAHUAPAN,1,55,Femenino
2047,TLAHUAPAN,1,30,Femenino
2048,HUEJOTZINGO,1,33,Femenino
2049,HUEJOTZINGO,1,38,Femenino
2050,HUEJOTZINGO,1,37,Femenino
2051,HUEJOTZINGO,1,53,Femenino
2052,HUEJOTZINGO,1,30,Femenino
2053,HUEJOTZINGO,1,58,Femenino
2054,HUEJOTZINGO,1,33,Femenino
2055,HUEJOTZINGO,1,30,Femenino
2056,HUEJOTZINGO,1,48,Femenino
2057,HUEJOTZINGO,1,39,Femenino
2058,HUEJOTZINGO,1,42,Femenino
2059,TLAHUAPAN,1,48,Femenino
2060,TLAHUAPAN,1,19,Femenino
2061,TLAHUAPAN,1,36,Femenino
2062,TLAHUAPAN,1,51,Femenino
2063,TLAHUAPAN,1,31,Femenino
2064,TLAHUAPAN,1,26,Femenino
2065,CHIAUTZINGO,1,33,Femenino
2066,CHIAUTZINGO,1,62,Femenino
2067,CHIAUTZINGO,1,58,Femenino
2068,CHIAUTZINGO,1,30,Femenino
2069,CHIAUTZINGO,1,25,Femenino
2070,CHIAUTZINGO,1,48,Femenino
2071,CHIAUTZINGO,1,53,Femenino
2072,CHIAUTZINGO,1,30,Femenino
2073,CHIAUTZINGO,1,20,Femenino
2074,CHIAUTZINGO,1,26,Femenino
2075,HUEJOTZINGO,1,39,Femenino
2076,DOMINGO ARENAS,1,44,Femenino
2077,HUEJOTZINGO,1,34,Femenino
2078,DOMINGO ARENAS,1,19,Femenino
2079,HUEJOTZINGO,1,45,Femenino
2080,HUEJOTZINGO,1,67,Femenino
2081,SAN MARTIN TEXMELUCAN,1,37,Femenino
2082,SAN MARTIN TEXMELUCAN,1,47,Femenino
2083,SAN MARTIN TEXMELUCAN,1,48,Femenino
2084,SAN MARTIN TEXMELUCAN,1,40,Femenino
2085,SAN MARTIN TEXMELUCAN,1,28,Femenino
2086,SAN MARTIN TEXMELUCAN,1,59,Femenino
2087,SAN MARTIN TEXMELUCAN,1,28,Femenino
2088,SAN MARTIN TEXMELUCAN,1,31,Femenino
2089,SAN MARTIN TEXMELUCAN,1,47,Femenino
2090,SAN MARTIN TEXMELUCAN,1,47,Femenino
2091,SAN MARTIN TEXMELUCAN,1,34,Femenino
2092,HUEJOTZINGO,1,39,Femenino
2093,HUEJOTZINGO,1,63,Femenino
2094,HUEJOTZINGO,1,60,Femenino
2095,HUEJOTZINGO,1,22,Femenino
2096,HUEJOTZINGO,1,38,Femenino
2097,SAN MARTIN TEXMELUCAN,1,61,Femenino
2098,SAN MARTIN TEXMELUCAN,1,42,Femenino
2099,SAN MARTIN TEXMELUCAN,1,42,Femenino
2100,SAN MARTIN TEXMELUCAN,1,32,Femenino
2101,SAN MARTIN TEXMELUCAN,1,36,Femenino
2102,SAN MARTIN TEXMELUCAN,1,29,Femenino
2103,SAN MARTIN TEXMELUCAN,1,50,Femenino
2104,SAN MARTIN TEXMELUCAN,1,26,Femenino
2105,SAN MARTIN TEXMELUCAN,1,42,Femenino
2106,SAN MARTIN TEXMELUCAN,1,32,Femenino
2107,SAN MARTIN TEXMELUCAN,1,24,Femenino
2108,SAN MARTIN TEXMELUCAN,1,28,Femenino
2109,SAN MARTIN TEXMELUCAN,1,47,Femenino
2110,SAN MARTIN TEXMELUCAN,1,45,Femenino
2111,SAN MARTIN TEXMELUCAN,1,54,Femenino
2112,SAN MARTIN TEXMELUCAN,1,25,Femenino
2113,GENERAL FELIPE ANGELES,1,41,Femenino
2114,GENERAL FELIPE ANGELES,1,55,Femenino
2115,GENERAL FELIPE ANGELES,1,31,Femenino
2116,GENERAL FELIPE ANGELES,1,25,Femenino
2117,GENERAL FELIPE ANGELES,1,53,Femenino
2118,GENERAL FELIPE ANGELES,1,43,Femenino
2119,GENERAL FELIPE ANGELES,1,24,Femenino
2120,GENERAL FELIPE ANGELES,1,23,Femenino
2121,GENERAL FELIPE ANGELES,1,28,Femenino
2122,GENERAL FELIPE ANGELES,1,45,Femenino
2123,TECAMACHALCO,1,38,Femenino
2124,TECAMACHALCO,1,45,Femenino
2125,TECAMACHALCO,1,19,Femenino
2126,TECAMACHALCO,1,21,Femenino
2127,TECAMACHALCO,1,24,Femenino
2128,TECAMACHALCO,1,22,Femenino
2129,TECAMACHALCO,1,38,Femenino
2130,TECAMACHALCO,1,48,Femenino
2131,TECAMACHALCO,1,57,Femenino
2132,TECAMACHALCO,1,22,Femenino
2133,TECAMACHALCO,1,33,Femenino
2134,TECAMACHALCO,1,51,Femenino
2135,GENERAL FELIPE ANGELES,1,19,Femenino
2136,GENERAL FELIPE ANGELES,1,26,Femenino
2137,GENERAL FELIPE ANGELES,1,25,Femenino
2138,GENERAL FELIPE ANGELES,1,33,Femenino
2139,GENERAL FELIPE ANGELES,1,57,Femenino
2140,PALMAR DE BRAVO,1,39,Femenino
2141,PALMAR DE BRAVO,1,29,Femenino
2142,PALMAR DE BRAVO,1,24,Femenino
2143,PALMAR DE BRAVO,1,29,Femenino
2144,PALMAR DE BRAVO,1,21,Femenino
2145,TECAMACHALCO,1,22,Femenino
2146,TECAMACHALCO,1,37,Femenino
2147,TECAMACHALCO,1,32,Femenino
2148,TECAMACHALCO,1,54,Femenino
2149,TECAMACHALCO,1,45,Femenino
2150,TECAMACHALCO,1,40,Femenino
2151,TECAMACHALCO,1,45,Femenino
2152,TECAMACHALCO,1,36,Femenino
2153,TECAMACHALCO,1,48,Femenino
2154,TECAMACHALCO,1,30,Femenino
2155,TECAMACHALCO,1,34,Femenino
2156,TECAMACHALCO,1,42,Femenino
2157,TECAMACHALCO,1,24,Femenino
2158,TECAMACHALCO,1,24,Femenino
2159,TECAMACHALCO,1,24,Femenino
2160,TECAMACHALCO,1,29,Femenino
2161,TECAMACHALCO,1,46,Femenino
2162,TECAMACHALCO,1,20,Femenino
2163,TECAMACHALCO,1,52,Femenino
2164,TECAMACHALCO,1,37,Femenino
2165,PALMAR DE BRAVO,1,21,Femenino
2166,PALMAR DE BRAVO,1,23,Femenino
2167,PALMAR DE BRAVO,1,46,Femenino
2168,PALMAR DE BRAVO,1,42,Femenino
2169,PALMAR DE BRAVO,1,29,Femenino
2170,PALMAR DE BRAVO,1,40,Femenino
2171,TECAMACHALCO,1,47,Femenino
2172,TECAMACHALCO,1,22,Femenino
2173,TECAMACHALCO,1,26,Femenino
2174,TECAMACHALCO,1,20,Femenino
2175,TECAMACHALCO,1,56,Femenino
2176,PALMAR DE BRAVO,1,35,Femenino
2177,PALMAR DE BRAVO,1,39,Femenino
2178,PALMAR DE BRAVO,1,27,Femenino
2179,PALMAR DE BRAVO,1,52,Femenino
2180,PALMAR DE BRAVO,1,34,Femenino
2181,GENERAL FELIPE ANGELES,1,39,Femenino
2182,GENERAL FELIPE ANGELES,1,64,Femenino
2183,GENERAL FELIPE ANGELES,1,37,Femenino
2184,GENERAL FELIPE ANGELES,1,35,Femenino
2185,GENERAL FELIPE ANGELES,1,37,Femenino
2186,TECAMACHALCO,1,41,Femenino
2187,TECAMACHALCO,1,40,Femenino
2188,TECAMACHALCO,1,47,Femenino
2189,TECAMACHALCO,1,39,Femenino
2190,TECAMACHALCO,1,50,Femenino
2191,GENERAL FELIPE ANGELES,1,44,Femenino
2192,GENERAL FELIPE ANGELES,1,32,Femenino
2193,GENERAL FELIPE ANGELES,1,18,Femenino
2194,GENERAL FELIPE ANGELES,1,55,Femenino
2195,GENERAL FELIPE ANGELES,1,42,Femenino
2196,GENERAL FELIPE ANGELES,1,28,Femenino
2197,GENERAL FELIPE ANGELES,1,35,Femenino
2198,GENERAL FELIPE ANGELES,1,28,Femenino
2199,GENERAL FELIPE ANGELES,1,40,Femenino
2200,GENERAL FELIPE ANGELES,1,26,Femenino
2201,GENERAL FELIPE ANGELES,1,52,Femenino
2202,GENERAL FELIPE ANGELES,1,26,Femenino
2203,GENERAL FELIPE ANGELES,1,58,Femenino
2204,TECAMACHALCO,1,30,Femenino
2205,TECAMACHALCO,1,34,Femenino
2206,TECAMACHALCO,1,54,Femenino
2207,TECAMACHALCO,1,34,Femenino
2208,TECAMACHALCO,1,44,Femenino
2209,PALMAR DE BRAVO,1,37,Femenino
2210,PALMAR DE BRAVO,1,38,Femenino
2211,PALMAR DE BRAVO,1,39,Femenino
2212,PALMAR DE BRAVO,1,31,Femenino
2213,PALMAR DE BRAVO,1,56,Femenino
2214,PALMAR DE BRAVO,1,30,Femenino
2215,TECAMACHALCO,1,23,Femenino
2216,TECAMACHALCO,1,34,Femenino
2217,TECAMACHALCO,1,35,Femenino
2218,TECAMACHALCO,1,21,Femenino
2219,TECAMACHALCO,1,34,Femenino
2220,TECAMACHALCO,1,41,Femenino
2221,TECAMACHALCO,1,36,Femenino
2222,TECAMACHALCO,1,43,Femenino
2223,TECAMACHALCO,1,23,Femenino
2224,TECAMACHALCO,1,50,Femenino
2225,TECAMACHALCO,1,57,Femenino
2226,TECAMACHALCO,1,34,Femenino
2227,TECAMACHALCO,1,67,Femenino
2228,TECAMACHALCO,1,23,Femenino
2229,TECAMACHALCO,1,31,Femenino
2230,TECAMACHALCO,1,59,Femenino
2231,TECAMACHALCO,1,38,Femenino
2232,TECAMACHALCO,1,29,Femenino
2233,TECAMACHALCO,1,51,Femenino
2234,GENERAL FELIPE ANGELES,1,27,Femenino
2235,GENERAL FELIPE ANGELES,1,66,Femenino
2236,GENERAL FELIPE ANGELES,1,57,Femenino
2237,GENERAL FELIPE ANGELES,1,36,Femenino
2238,GENERAL FELIPE ANGELES,1,24,Femenino
2239,PALMAR DE BRAVO,1,58,Femenino
2240,PALMAR DE BRAVO,1,30,Femenino
2241,PALMAR DE BRAVO,1,27,Femenino
2242,PALMAR DE BRAVO,1,58,Femenino
2243,PALMAR DE BRAVO,1,47,Femenino
2244,TECAMACHALCO,1,27,Femenino
2245,TECAMACHALCO,1,47,Femenino
2246,TECAMACHALCO,1,20,Femenino
2247,TECAMACHALCO,1,57,Femenino
2248,TECAMACHALCO,1,26,Femenino
2249,TECAMACHALCO,1,44,Femenino
2250,TECAMACHALCO,1,27,Femenino
2251,TECAMACHALCO,1,42,Femenino
2252,TECAMACHALCO,1,26,Femenino
2253,TECAMACHALCO,1,26,Femenino
2254,TECAMACHALCO,1,50,Femenino
2255,TECAMACHALCO,1,60,Femenino
2256,PALMAR DE BRAVO,1,52,Femenino
2257,PALMAR DE BRAVO,1,38,Femenino
2258,PALMAR DE BRAVO,1,63,Femenino
2259,PALMAR DE BRAVO,1,56,Femenino
2260,PALMAR DE BRAVO,1,34,Femenino
2261,TECAMACHALCO,1,33,Femenino
2262,TECAMACHALCO,1,39,Femenino
2263,TECAMACHALCO,1,35,Femenino
2264,TECAMACHALCO,1,22,Femenino
2265,TECAMACHALCO,1,26,Femenino
2266,TECAMACHALCO,1,28,Femenino
2267,TECAMACHALCO,1,40,Femenino
2268,TECAMACHALCO,1,35,Femenino
2269,GENERAL FELIPE ANGELES,1,35,Femenino
2270,GENERAL FELIPE ANGELES,1,25,Femenino
2271,GENERAL FELIPE ANGELES,1,32,Femenino
2272,GENERAL FELIPE ANGELES,1,37,Femenino
2273,GENERAL FELIPE ANGELES,1,66,Femenino
2274,TECAMACHALCO,1,42,Femenino
2275,TECAMACHALCO,1,33,Femenino
2276,TECAMACHALCO,1,42,Femenino
2277,TECAMACHALCO,1,48,Femenino
2278,TECAMACHALCO,1,40,Femenino
2279,TECAMACHALCO,1,44,Femenino
2280,TECAMACHALCO,1,25,Femenino
2281,TECAMACHALCO,1,21,Femenino
2282,TECAMACHALCO,1,49,Femenino
2283,TECAMACHALCO,1,41,Femenino
2284,PALMAR DE BRAVO,1,40,Femenino
2285,PALMAR DE BRAVO,1,80,Femenino
2286,PALMAR DE BRAVO,1,52,Femenino
2287,PALMAR DE BRAVO,1,36,Femenino
2288,PALMAR DE BRAVO,1,28,Femenino
2289,PALMAR DE BRAVO,1,22,Femenino
2290,PALMAR DE BRAVO,1,24,Femenino
2291,PALMAR DE BRAVO,1,53,Femenino
2292,PALMAR DE BRAVO,1,30,Femenino
2293,PALMAR DE BRAVO,1,22,Femenino
2294,PALMAR DE BRAVO,1,62,Femenino
2295,PALMAR DE BRAVO,1,26,Femenino
2296,PALMAR DE BRAVO,1,27,Femenino
2297,PALMAR DE BRAVO,1,22,Femenino
2298,PALMAR DE BRAVO,1,42,Femenino
2299,PALMAR DE BRAVO,1,70,Femenino
2300,TECAMACHALCO,1,35,Femenino
2301,TECAMACHALCO,1,60,Femenino
2302,TECAMACHALCO,1,25,Femenino
2303,TECAMACHALCO,1,38,Femenino
2304,TECAMACHALCO,1,39,Femenino
2305,PALMAR DE BRAVO,1,35,Femenino
2306,PALMAR DE BRAVO,1,29,Femenino
2307,PALMAR DE BRAVO,1,31,Femenino
2308,PALMAR DE BRAVO,1,18,Femenino
2309,PALMAR DE BRAVO,1,24,Femenino
2310,PALMAR DE BRAVO,1,64,Femenino
2311,PALMAR DE BRAVO,1,40,Femenino
2312,PALMAR DE BRAVO,1,43,Femenino
2313,PALMAR DE BRAVO,1,21,Femenino
2314,PALMAR DE BRAVO,1,42,Femenino
2315,PALMAR DE BRAVO,1,31,Femenino
2316,PALMAR DE BRAVO,1,36,Femenino
2317,PALMAR DE BRAVO,1,21,Femenino
2318,PALMAR DE BRAVO,1,48,Femenino
2319,PALMAR DE BRAVO,1,48,Femenino
2320,TECAMACHALCO,1,59,Femenino
2321,TECAMACHALCO,1,24,Femenino
2322,TECAMACHALCO,1,38,Femenino
2323,TECAMACHALCO,1,36,Femenino
2324,TECAMACHALCO,1,26,Femenino
2325,TECAMACHALCO,1,47,Femenino
2326,TECAMACHALCO,1,33,Femenino
2327,TECAMACHALCO,1,37,Femenino
2328,TECAMACHALCO,1,27,Femenino
2329,TECAMACHALCO,1,25,Femenino
2330,TECAMACHALCO,1,27,Femenino
2331,TECAMACHALCO,1,41,Femenino
2332,TECAMACHALCO,1,22,Femenino
2333,TECAMACHALCO,1,53,Femenino
2334,TECAMACHALCO,1,63,Femenino
2335,TECAMACHALCO,1,34,Femenino
2336,TECAMACHALCO,1,33,Femenino
2337,TECAMACHALCO,1,53,Femenino
2338,TECAMACHALCO,1,29,Femenino
2339,TECAMACHALCO,1,35,Femenino
2340,TECAMACHALCO,1,26,Femenino
2341,TECAMACHALCO,1,32,Femenino
2342,TECAMACHALCO,1,54,Femenino
2343,TECAMACHALCO,1,32,Femenino
2344,TECAMACHALCO,1,18,Femenino
2345,TECAMACHALCO,1,49,Femenino
2346,TECAMACHALCO,1,75,Femenino
2347,TECAMACHALCO,1,26,Femenino
2348,TECAMACHALCO,1,33,Femenino
2349,TECAMACHALCO,1,24,Femenino
2350,PALMAR DE BRAVO,1,37,Femenino
2351,PALMAR DE BRAVO,1,26,Femenino
2352,PALMAR DE BRAVO,1,42,Femenino
2353,PALMAR DE BRAVO,1,30,Femenino
2354,PALMAR DE BRAVO,1,44,Femenino
2355,PALMAR DE BRAVO,1,48,Femenino
2356,PALMAR DE BRAVO,1,19,Femenino
2357,PALMAR DE BRAVO,1,61,Femenino
2358,PALMAR DE BRAVO,1,58,Femenino
2359,PALMAR DE BRAVO,1,41,Femenino
2360,PALMAR DE BRAVO,1,29,Femenino
2361,TECAMACHALCO,1,50,Femenino
2362,TECAMACHALCO,1,34,Femenino
2363,TECAMACHALCO,1,21,Femenino
2364,TECAMACHALCO,1,36,Femenino
2365,TECAMACHALCO,1,32,Femenino
2366,TECAMACHALCO,1,46,Femenino
2367,TECAMACHALCO,1,30,Femenino
2368,TECAMACHALCO,1,31,Femenino
2369,TECAMACHALCO,1,38,Femenino
2370,TECAMACHALCO,1,21,Femenino
2371,TECAMACHALCO,1,35,Femenino
2372,TECAMACHALCO,1,18,Femenino
2373,TECAMACHALCO,1,48,Femenino
2374,TECAMACHALCO,1,19,Femenino
2375,TECAMACHALCO,1,24,Femenino
2376,TECAMACHALCO,1,43,Femenino
2377,TECAMACHALCO,1,72,Femenino
2378,TECAMACHALCO,1,76,Femenino
2379,TECAMACHALCO,1,26,Femenino
2380,TECAMACHALCO,1,72,Femenino
2381,TECAMACHALCO,1,36,Femenino
2382,PALMAR DE BRAVO,1,39,Femenino
2383,PALMAR DE BRAVO,1,45,Femenino
2384,PALMAR DE BRAVO,1,34,Femenino
2385,PALMAR DE BRAVO,1,23,Femenino
2386,PALMAR DE BRAVO,1,40,Femenino
2387,PALMAR DE BRAVO,1,39,Femenino
2388,PALMAR DE BRAVO,1,41,Femenino
2389,PALMAR DE BRAVO,1,31,Femenino
2390,PALMAR DE BRAVO,1,20,Femenino
2391,PALMAR DE BRAVO,1,24,Femenino
2392,PALMAR DE BRAVO,1,74,Femenino
2393,PALMAR DE BRAVO,1,59,Femenino
2394,PALMAR DE BRAVO,1,23,Femenino
2395,PALMAR DE BRAVO,1,41,Femenino
2396,PALMAR DE BRAVO,1,34,Femenino
2397,PALMAR DE BRAVO,1,22,Femenino
2398,TECAMACHALCO,1,20,Femenino
2399,TECAMACHALCO,1,44,Femenino
2400,TECAMACHALCO,1,58,Femenino
2401,TECAMACHALCO,1,24,Femenino
2402,TECAMACHALCO,1,51,Femenino
2403,PALMAR DE BRAVO,1,32,Femenino
2404,PALMAR DE BRAVO,1,19,Femenino
2405,PALMAR DE BRAVO,1,31,Femenino
2406,PALMAR DE BRAVO,1,67,Femenino
2407,PALMAR DE BRAVO,1,25,Femenino
2408,PALMAR DE BRAVO,1,40,Femenino
2409,GENERAL FELIPE ANGELES,1,48,Femenino
2410,GENERAL FELIPE ANGELES,1,22,Femenino
2411,GENERAL FELIPE ANGELES,1,38,Femenino
2412,GENERAL FELIPE ANGELES,1,19,Femenino
2413,GENERAL FELIPE ANGELES,1,50,Femenino
2414,GENERAL FELIPE ANGELES,1,25,Femenino
2415,TECAMACHALCO,1,36,Femenino
2416,TECAMACHALCO,1,56,Femenino
2417,TECAMACHALCO,1,43,Femenino
2418,TECAMACHALCO,1,22,Femenino
2419,TECAMACHALCO,1,42,Femenino
2420,TECAMACHALCO,1,19,Femenino
2421,TECAMACHALCO,1,21,Femenino
2422,TECAMACHALCO,1,41,Femenino
2423,TECAMACHALCO,1,37,Femenino
2424,TECAMACHALCO,1,40,Femenino
2425,TECAMACHALCO,1,26,Femenino
2426,TECAMACHALCO,1,52,Femenino
2427,TECAMACHALCO,1,30,Femenino
