N°,Municipio,Etapa,Edad,Género
617,TOCHIMILCO,1,59,Femenino
618,TOCHIMILCO,1,21,Femenino
619,TOCHIMILCO,1,42,Femenino
620,TOCHIMILCO,1,48,Femenino
621,TOCHIMILCO,1,36,Femenino
622,TIANGUISMANALCO,1,56,Femenino
623,TIANGUISMANALCO,1,40,Femenino
624,TIANGUISMANALCO,1,45,Femenino
625,TIANGUISMANALCO,1,60,Femenino
626,TIANGUISMANALCO,1,56,Femenino
627,TIANGUISMANALCO,1,48,Femenino
628,ATLIXCO,1,41,Femenino
629,ATLIXCO,1,29,Femenino
630,ATLIXCO,1,50,Femenino
631,ATLIXCO,1,32,Femenino
632,ATLIXCO,1,40,Femenino
633,ATLIXCO,1,22,Femenino
634,NEALTICAN,1,33,Femenino
635,NEALTICAN,1,39,Femenino
636,NEALTICAN,1,30,Femenino
637,NEALTICAN,1,29,Femenino
638,NEALTICAN,1,29,Femenino
639,NEALTICAN,1,28,Femenino
640,NEALTICAN,1,29,Femenino
641,NEALTICAN,1,67,Femenino
642,NEALTICAN,1,54,Femenino
643,TOCHIMILCO,1,42,Femenino
644,TOCHIMILCO,1,49,Femenino
645,TOCHIMILCO,1,42,Femenino
646,TOCHIMILCO,1,42,Femenino
647,TOCHIMILCO,1,28,Femenino
648,TOCHIMILCO,1,62,Femenino
649,TOCHIMILCO,1,54,Femenino
650,TOCHIMILCO,1,48,Femenino
651,TOCHIMILCO,1,42,Femenino
652,TOCHIMILCO,1,61,Femenino
653,OCOYUCAN,1,37,Femenino
654,OCOYUCAN,1,23,Femenino
655,OCOYUCAN,1,29,Femenino
656,OCOYUCAN,1,35,Femenino
657,OCOYUCAN,1,37,Femenino
658,OCOYUCAN,1,41,Femenino
659,OCOYUCAN,1,18,Femenino
660,OCOYUCAN,1,62,Femenino
661,OCOYUCAN,1,51,Femenino
662,OCOYUCAN,1,48,Femenino
663,SANTA ISABEL CHOLULA,1,56,Femenino
664,SANTA ISABEL CHOLULA,1,29,Femenino
665,SANTA ISABEL CHOLULA,1,34,Femenino
666,SANTA ISABEL CHOLULA,1,25,Femenino
667,SANTA ISABEL CHOLULA,1,36,Femenino
668,SANTA ISABEL CHOLULA,1,32,Femenino
669,ATLIXCO,1,31,Femenino
670,ATLIXCO,1,25,Femenino
671,ATLIXCO,1,22,Femenino
672,ATLIXCO,1,54,Femenino
673,ATLIXCO,1,60,Femenino
674,ATLIXCO,1,29,Femenino
675,ATLIXCO,1,57,Femenino
676,ATLIXCO,1,51,Femenino
677,ATLIXCO,1,25,Femenino
678,ATLIXCO,1,27,Femenino
679,ATLIXCO,1,22,Femenino
680,ATLIXCO,1,32,Femenino
681,ATLIXCO,1,30,Femenino
682,ATLIXCO,1,20,Femenino
683,ATLIXCO,1,53,Femenino
684,ATLIXCO,1,36,Femenino
685,ATLIXCO,1,25,Femenino
686,SANTA ISABEL CHOLULA,2,36,Femenino
687,SANTA ISABEL CHOLULA,2,38,Femenino
688,SANTA ISABEL CHOLULA,2,47,Femenino
689,SANTA ISABEL CHOLULA,2,68,Femenino
690,SANTA ISABEL CHOLULA,2,19,Femenino
691,ATLIXCO,4,44,Femenino
692,ATLIXCO,4,27,Femenino
693,ATLIXCO,4,57,Femenino
694,ATLIXCO,4,22,Femenino
695,ATLIXCO,4,27,Femenino
696,ATLIXCO,4,59,Femenino
697,ATLIXCO,4,64,Femenino
698,ATLIXCO,6,60,Femenino
699,ATLIXCO,6,28,Femenino
700,ATLIXCO,6,43,Femenino
701,ATLIXCO,6,37,Femenino
702,ATLIXCO,6,18,Femenino
703,SANTA ISABEL CHOLULA,6,31,Femenino
704,SANTA ISABEL CHOLULA,6,40,Femenino
705,SANTA ISABEL CHOLULA,6,44,Femenino
706,SANTA ISABEL CHOLULA,6,38,Femenino
707,SANTA ISABEL CHOLULA,6,53,Femenino
708,SANTA ISABEL CHOLULA,6,44,Femenino
709,SANTA ISABEL CHOLULA,6,31,Femenino
710,SANTA ISABEL CHOLULA,6,34,Femenino
711,TIANGUISMANALCO,6,43,Femenino
712,TIANGUISMANALCO,6,35,Femenino
713,TIANGUISMANALCO,6,21,Femenino
714,TIANGUISMANALCO,6,48,Femenino
715,TIANGUISMANALCO,6,24,Femenino
716,TIANGUISMANALCO,6,43,Femenino
717,TIANGUISMANALCO,6,39,Femenino
718,TIANGUISMANALCO,6,24,Femenino
719,ATLIXCO,7,49,Femenino
720,ATLIXCO,7,41,Femenino
721,ATLIXCO,7,38,Femenino
722,ATLIXCO,7,42,Femenino
723,ATLIXCO,7,27,Femenino
724,SANTA ISABEL CHOLULA,7,51,Femenino
725,SANTA ISABEL CHOLULA,7,28,Femenino
726,SANTA ISABEL CHOLULA,7,33,Femenino
727,SANTA ISABEL CHOLULA,7,58,Femenino
728,SANTA ISABEL CHOLULA,7,63,Femenino
729,SANTA ISABEL CHOLULA,7,29,Femenino
730,SANTA ISABEL CHOLULA,7,37,Femenino
731,SANTA ISABEL CHOLULA,7,36,Femenino
732,SANTA ISABEL CHOLULA,7,38,Femenino
733,SANTA ISABEL CHOLULA,7,69,Femenino
734,SANTA ISABEL CHOLULA,7,45,Femenino
735,SANTA ISABEL CHOLULA,7,41,Femenino
736,SANTA ISABEL CHOLULA,7,49,Femenino
737,SANTA ISABEL CHOLULA,7,31,Femenino
738,SANTA ISABEL CHOLULA,7,36,Femenino
739,SANTA ISABEL CHOLULA,7,33,Femenino
740,SANTA ISABEL CHOLULA,7,29,Femenino
741,SANTA ISABEL CHOLULA,7,41,Femenino
742,ATZITZIHUACAN,8,22,Femenino
743,ATZITZIHUACAN,8,57,Femenino
744,ATZITZIHUACAN,8,56,Femenino
745,ATZITZIHUACAN,8,29,Femenino
746,ATZITZIHUACAN,8,38,Femenino
747,ATZITZIHUACAN,9,28,Femenino
748,ATZITZIHUACAN,9,57,Femenino
749,ATZITZIHUACAN,9,48,Femenino
750,ATZITZIHUACAN,9,41,Femenino
751,ATZITZIHUACAN,9,29,Femenino
752,CHIAUTLA,1,25,Femenino
753,CHIAUTLA,1,21,Femenino
754,CHIAUTLA,1,23,Femenino
755,CHIAUTLA,1,60,Femenino
756,CHIAUTLA,1,27,Femenino
757,CHIAUTLA,1,27,Femenino
758,CHIAUTLA,1,28,Femenino
759,CHIAUTLA,1,21,Femenino
760,CHIAUTLA,1,58,Femenino
761,CHIAUTLA,1,22,Femenino
762,CHIAUTLA,1,56,Femenino
763,CHIAUTLA,1,34,Femenino
764,CHIAUTLA,1,28,Femenino
765,CHIAUTLA,1,62,Femenino
766,CHIAUTLA,1,25,Femenino
767,CHIAUTLA,1,26,Femenino
768,CHIAUTLA,1,57,Femenino
769,JOLALPAN,1,39,Femenino
770,JOLALPAN,1,23,Femenino
771,JOLALPAN,1,54,Femenino
772,JOLALPAN,1,42,Femenino
773,JOLALPAN,1,40,Femenino
774,JOLALPAN,1,19,Femenino
775,CHIETLA,1,36,Femenino
776,CHIETLA,1,25,Femenino
777,CHIETLA,1,64,Femenino
778,CHIETLA,1,47,Femenino
779,CHIETLA,1,24,Femenino
780,CHIETLA,1,25,Femenino
781,CHIETLA,1,56,Femenino
782,CHIETLA,1,33,Femenino
783,CHIETLA,1,55,Femenino
784,CHIETLA,1,60,Femenino
785,CHIAUTLA,1,24,Femenino
786,CHIAUTLA,1,35,Femenino
787,CHIAUTLA,1,28,Femenino
788,CHIAUTLA,1,41,Femenino
789,CHIAUTLA,1,74,Femenino
790,CHIAUTLA,1,22,Femenino
791,CHIETLA,1,31,Femenino
792,CHIETLA,1,68,Femenino
793,CHIETLA,1,25,Femenino
794,CHIETLA,1,58,Femenino
795,CHIETLA,1,43,Femenino
796,CHIETLA,1,39,Femenino
797,CHIETLA,1,46,Femenino
798,CHIETLA,1,31,Femenino
799,CHIETLA,1,40,Femenino
800,CHIETLA,1,53,Femenino
801,JOLALPAN,1,51,Femenino
802,JOLALPAN,1,33,Femenino
803,JOLALPAN,1,48,Femenino
804,JOLALPAN,1,23,Femenino
805,JOLALPAN,1,76,Femenino
806,JOLALPAN,1,43,Femenino
807,CHIAUTLA,1,48,Femenino
808,CHIAUTLA,1,25,Femenino
809,CHIAUTLA,1,24,Femenino
810,CHIAUTLA,1,39,Femenino
811,CHIAUTLA,1,26,Femenino
812,JOLALPAN,1,38,Femenino
813,JOLALPAN,1,21,Femenino
814,JOLALPAN,1,25,Femenino
815,JOLALPAN,1,35,Femenino
816,JOLALPAN,1,37,Femenino
817,CHIAUTLA,1,42,Femenino
818,CHIAUTLA,1,61,Femenino
819,CHIAUTLA,1,27,Femenino
820,CHIAUTLA,1,51,Femenino
821,CHIAUTLA,1,47,Femenino
822,TEOTLALCO,1,42,Femenino
823,TEOTLALCO,1,32,Femenino
824,TEOTLALCO,1,26,Femenino
825,TEOTLALCO,1,67,Femenino
826,TEOTLALCO,1,24,Femenino
827,TEOTLALCO,1,22,Femenino
828,TEOTLALCO,1,29,Femenino
829,TEOTLALCO,1,59,Femenino
830,CHIAUTLA,5,36,Femenino
831,CHIAUTLA,5,27,Femenino
832,CHIAUTLA,5,37,Femenino
833,CHIAUTLA,5,46,Femenino
834,CHIAUTLA,5,36,Femenino
835,XICOTLAN,8,41,Femenino
836,XICOTLAN,8,42,Femenino
837,XICOTLAN,8,67,Femenino
838,XICOTLAN,8,62,Femenino
839,XICOTLAN,8,62,Femenino
840,CHALCHICOMULA DE SESMA,1,40,Femenino
841,CHALCHICOMULA DE SESMA,1,34,Femenino
842,CHALCHICOMULA DE SESMA,1,37,Femenino
843,CHALCHICOMULA DE SESMA,1,41,Femenino
844,CHALCHICOMULA DE SESMA,1,20,Femenino
845,CHALCHICOMULA DE SESMA,1,36,Femenino
846,CHALCHICOMULA DE SESMA,1,32,Femenino
847,CHALCHICOMULA DE SESMA,1,25,Femenino
848,CHALCHICOMULA DE SESMA,1,52,Femenino
849,CHALCHICOMULA DE SESMA,1,39,Femenino
850,CHALCHICOMULA DE SESMA,1,35,Femenino
851,CHALCHICOMULA DE SESMA,1,55,Femenino
852,CHALCHICOMULA DE SESMA,1,33,Femenino
853,CHALCHICOMULA DE SESMA,1,51,Femenino
854,CHALCHICOMULA DE SESMA,1,64,Femenino
855,CHALCHICOMULA DE SESMA,1,31,Femenino
856,CHALCHICOMULA DE SESMA,1,32,Femenino
857,CHALCHICOMULA DE SESMA,1,52,Femenino
858,CHALCHICOMULA DE SESMA,1,33,Femenino
859,CHALCHICOMULA DE SESMA,1,48,Femenino
860,CHALCHICOMULA DE SESMA,1,46,Femenino
861,CHALCHICOMULA DE SESMA,1,52,Femenino
862,CHALCHICOMULA DE SESMA,1,45,Femenino
863,CHALCHICOMULA DE SESMA,1,27,Femenino
864,CHALCHICOMULA DE SESMA,1,42,Femenino
865,CHALCHICOMULA DE SESMA,1,35,Femenino
866,CHALCHICOMULA DE SESMA,1,19,Femenino
867,CHALCHICOMULA DE SESMA,1,28,Femenino
868,ESPERANZA,1,31,Femenino
869,CHALCHICOMULA DE SESMA,1,56,Femenino
870,CHALCHICOMULA DE SESMA,1,27,Femenino
871,CHALCHICOMULA DE SESMA,1,36,Femenino
872,CHALCHICOMULA DE SESMA,1,47,Femenino
873,CHALCHICOMULA DE SESMA,1,35,Femenino
874,CHALCHICOMULA DE SESMA,1,22,Femenino
875,CHALCHICOMULA DE SESMA,1,58,Femenino
876,CHALCHICOMULA DE SESMA,1,34,Femenino
877,CHALCHICOMULA DE SESMA,1,27,Femenino
878,CHALCHICOMULA DE SESMA,1,32,Femenino
879,CHALCHICOMULA DE SESMA,1,34,Femenino
880,CHALCHICOMULA DE SESMA,1,30,Femenino
881,CHALCHICOMULA DE SESMA,1,37,Femenino
882,CHALCHICOMULA DE SESMA,1,47,Femenino
883,CHALCHICOMULA DE SESMA,1,38,Femenino
884,CHALCHICOMULA DE SESMA,1,46,Femenino
885,CHALCHICOMULA DE SESMA,1,31,Femenino
886,CHALCHICOMULA DE SESMA,1,42,Femenino
887,CHALCHICOMULA DE SESMA,1,34,Femenino
888,CHALCHICOMULA DE SESMA,1,31,Femenino
889,CHALCHICOMULA DE SESMA,1,24,Femenino
890,CHALCHICOMULA DE SESMA,1,68,Femenino
891,CHALCHICOMULA DE SESMA,1,32,Femenino
892,CHALCHICOMULA DE SESMA,1,24,Femenino
893,CHALCHICOMULA DE SESMA,1,44,Femenino
894,CHALCHICOMULA DE SESMA,1,65,Femenino
895,CHALCHICOMULA DE SESMA,1,43,Femenino
896,CHALCHICOMULA DE SESMA,1,18,Femenino
897,CHALCHICOMULA DE SESMA,1,74,Femenino
898,CHALCHICOMULA DE SESMA,1,36,Femenino
899,CHALCHICOMULA DE SESMA,1,33,Femenino
900,CHALCHICOMULA DE SESMA,1,61,Femenino
901,CHALCHICOMULA DE SESMA,1,28,Femenino
902,CHALCHICOMULA DE SESMA,1,18,Femenino
903,CHALCHICOMULA DE SESMA,1,51,Femenino
904,CHALCHICOMULA DE SESMA,1,64,Femenino
905,CHALCHICOMULA DE SESMA,1,49,Femenino
906,CHALCHICOMULA DE SESMA,1,40,Femenino
907,CHALCHICOMULA DE SESMA,1,47,Femenino
908,CHALCHICOMULA DE SESMA,1,43,Femenino
909,CHALCHICOMULA DE SESMA,1,25,Femenino
910,CHALCHICOMULA DE SESMA,1,32,Femenino
911,CHALCHICOMULA DE SESMA,1,57,Femenino
912,CHALCHICOMULA DE SESMA,1,22,Femenino
913,CHALCHICOMULA DE SESMA,1,43,Femenino
914,CHALCHICOMULA DE SESMA,1,44,Femenino
915,CHALCHICOMULA DE SESMA,1,53,Femenino
916,CHALCHICOMULA DE SESMA,1,45,Femenino
917,CHALCHICOMULA DE SESMA,1,19,Femenino
918,CHALCHICOMULA DE SESMA,1,39,Femenino
919,CHALCHICOMULA DE SESMA,1,31,Femenino
920,CHALCHICOMULA DE SESMA,1,24,Femenino
921,CHALCHICOMULA DE SESMA,1,38,Femenino
922,CHALCHICOMULA DE SESMA,1,20,Femenino
923,CHALCHICOMULA DE SESMA,1,57,Femenino
924,CHALCHICOMULA DE SESMA,1,43,Femenino
925,SAN NICOLAS BUENOS AIRES,1,57,Femenino
926,CHALCHICOMULA DE SESMA,1,30,Femenino
927,CHALCHICOMULA DE SESMA,1,27,Femenino
928,CHALCHICOMULA DE SESMA,1,40,Femenino
929,CHALCHICOMULA DE SESMA,1,31,Femenino
930,CHALCHICOMULA DE SESMA,1,35,Femenino
931,CHALCHICOMULA DE SESMA,1,24,Femenino
932,CHALCHICOMULA DE SESMA,1,25,Femenino
933,CHALCHICOMULA DE SESMA,1,67,Femenino
934,CHALCHICOMULA DE SESMA,1,67,Femenino
935,CHALCHICOMULA DE SESMA,1,66,Femenino
936,CHALCHICOMULA DE SESMA,1,31,Femenino
937,CHALCHICOMULA DE SESMA,1,27,Femenino
938,CHALCHICOMULA DE SESMA,1,40,Femenino
939,CHALCHICOMULA DE SESMA,1,21,Femenino
940,CHALCHICOMULA DE SESMA,1,60,Femenino
941,CHALCHICOMULA DE SESMA,1,33,Femenino
942,CHALCHICOMULA DE SESMA,1,33,Femenino
943,CHALCHICOMULA DE SESMA,1,28,Femenino
944,CHALCHICOMULA DE SESMA,1,44,Femenino
945,CHALCHICOMULA DE SESMA,1,21,Femenino
946,CHALCHICOMULA DE SESMA,1,47,Femenino
947,CHALCHICOMULA DE SESMA,1,35,Femenino
948,CHALCHICOMULA DE SESMA,1,63,Femenino
949,CHALCHICOMULA DE SESMA,1,20,Femenino
950,CHALCHICOMULA DE SESMA,1,41,Femenino
951,CHALCHICOMULA DE SESMA,1,40,Femenino
952,CHALCHICOMULA DE SESMA,1,33,Femenino
953,CHALCHICOMULA DE SESMA,1,42,Femenino
954,CHALCHICOMULA DE SESMA,1,46,Femenino
955,CHALCHICOMULA DE SESMA,1,33,Femenino
956,CHALCHICOMULA DE SESMA,1,28,Femenino
957,CHALCHICOMULA DE SESMA,1,20,Femenino
958,CHALCHICOMULA DE SESMA,1,40,Femenino
959,CHALCHICOMULA DE SESMA,1,27,Femenino
960,CHALCHICOMULA DE SESMA,1,50,Femenino
961,CHALCHICOMULA DE SESMA,1,50,Femenino
962,CHALCHICOMULA DE SESMA,1,19,Femenino
963,CHALCHICOMULA DE SESMA,1,34,Femenino
964,CHALCHICOMULA DE SESMA,1,41,Femenino
965,CHALCHICOMULA DE SESMA,1,48,Femenino
966,CHALCHICOMULA DE SESMA,1,40,Femenino
967,CHALCHICOMULA DE SESMA,1,39,Femenino
968,CHALCHICOMULA DE SESMA,1,32,Femenino
969,CHALCHICOMULA DE SESMA,1,29,Femenino
970,CHALCHICOMULA DE SESMA,1,42,Femenino
971,CHALCHICOMULA DE SESMA,1,59,Femenino
972,CHALCHICOMULA DE SESMA,1,41,Femenino
973,CHALCHICOMULA DE SESMA,1,60,Femenino
974,CHALCHICOMULA DE SESMA,1,74,Femenino
975,CHALCHICOMULA DE SESMA,1,35,Femenino
976,CHALCHICOMULA DE SESMA,1,32,Femenino
977,CHALCHICOMULA DE SESMA,1,19,Femenino
978,CHALCHICOMULA DE SESMA,1,30,Femenino
979,CHALCHICOMULA DE SESMA,1,50,Femenino
980,CHALCHICOMULA DE SESMA,1,26,Femenino
981,CHALCHICOMULA DE SESMA,1,65,Femenino
982,CHALCHICOMULA DE SESMA,1,40,Femenino
983,CHALCHICOMULA DE SESMA,1,26,Femenino
984,CHALCHICOMULA DE SESMA,1,33,Femenino
985,CHALCHICOMULA DE SESMA,1,36,Femenino
986,CHALCHICOMULA DE SESMA,1,65,Femenino
987,CHALCHICOMULA DE SESMA,1,36,Femenino
988,CHALCHICOMULA DE SESMA,1,27,Femenino
989,CHALCHICOMULA DE SESMA,1,38,Femenino
990,CHALCHICOMULA DE SESMA,1,22,Femenino
991,CHALCHICOMULA DE SESMA,1,34,Femenino
992,CHALCHICOMULA DE SESMA,1,21,Femenino
993,CHALCHICOMULA DE SESMA,1,30,Femenino
994,CHALCHICOMULA DE SESMA,1,36,Femenino
995,CHALCHICOMULA DE SESMA,1,21,Femenino
996,CHALCHICOMULA DE SESMA,1,48,Femenino
997,SAN JUAN ATENCO,1,26,Femenino
998,CHALCHICOMULA DE SESMA,1,68,Femenino
999,SAN JUAN ATENCO,1,59,Femenino
1000,CHALCHICOMULA DE SESMA,1,61,Femenino
1001,CHALCHICOMULA DE SESMA,1,41,Femenino
1002,CHALCHICOMULA DE SESMA,1,44,Femenino
1003,CHALCHICOMULA DE SESMA,1,19,Femenino
1004,CHALCHICOMULA DE SESMA,1,47,Femenino
1005,CHALCHICOMULA DE SESMA,1,50,Femenino
1006,CHALCHICOMULA DE SESMA,1,48,Femenino
1007,CHALCHICOMULA DE SESMA,1,20,Femenino
1008,CHALCHICOMULA DE SESMA,1,35,Femenino
1009,CHALCHICOMULA DE SESMA,1,63,Femenino
1010,CHALCHICOMULA DE SESMA,1,41,Femenino
1011,CHALCHICOMULA DE SESMA,1,38,Femenino
1012,CHALCHICOMULA DE SESMA,1,26,Femenino
1013,CHALCHICOMULA DE SESMA,1,25,Femenino
1014,CHALCHICOMULA DE SESMA,1,57,Femenino
1015,CHALCHICOMULA DE SESMA,1,22,Femenino
1016,CHALCHICOMULA DE SESMA,1,64,Femenino
1017,CHALCHICOMULA DE SESMA,1,30,Femenino
1018,CHALCHICOMULA DE SESMA,1,39,Femenino
1019,CHALCHICOMULA DE SESMA,1,40,Femenino
1020,CHALCHICOMULA DE SESMA,1,40,Femenino
1021,CHALCHICOMULA DE SESMA,1,20,Femenino
1022,CHALCHICOMULA DE SESMA,1,18,Femenino
1023,CHALCHICOMULA DE SESMA,1,29,Femenino
1024,CHALCHICOMULA DE SESMA,1,29,Femenino
1025,CHALCHICOMULA DE SESMA,1,34,Femenino
1026,CHALCHICOMULA DE SESMA,1,31,Femenino
1027,CHALCHICOMULA DE SESMA,1,20,Femenino
1028,CHALCHICOMULA DE SESMA,1,35,Femenino
1029,CHALCHICOMULA DE SESMA,1,39,Femenino
1030,CHALCHICOMULA DE SESMA,1,76,Femenino
1031,CHALCHICOMULA DE SESMA,1,56,Femenino
1032,ESPERANZA,1,25,Femenino
1033,CHALCHICOMULA DE SESMA,2,32,Femenino
1034,CHALCHICOMULA DE SESMA,2,21,Femenino
1035,CHALCHICOMULA DE SESMA,2,31,Femenino
1036,CHALCHICOMULA DE SESMA,2,54,Femenino
1037,CHALCHICOMULA DE SESMA,2,43,Femenino
1038,CHALCHICOMULA DE SESMA,2,39,Femenino
1039,CHALCHICOMULA DE SESMA,2,23,Femenino
1040,CHALCHICOMULA DE SESMA,2,40,Femenino
1041,CHALCHICOMULA DE SESMA,2,23,Femenino
1042,CHALCHICOMULA DE SESMA,2,55,Femenino
1043,CAÑADA MORELOS,2,33,Femenino
1044,CAÑADA MORELOS,2,34,Femenino
1045,CAÑADA MORELOS,2,68,Femenino
1046,CAÑADA MORELOS,2,36,Femenino
1047,CAÑADA MORELOS,2,38,Femenino
1048,CAÑADA MORELOS,2,38,Femenino
1049,CAÑADA MORELOS,2,44,Femenino
1050,CAÑADA MORELOS,2,39,Femenino
1051,CAÑADA MORELOS,2,25,Femenino
1052,CAÑADA MORELOS,2,27,Femenino
1053,CHALCHICOMULA DE SESMA,2,30,Femenino
1054,CHALCHICOMULA DE SESMA,2,32,Femenino
1055,CHALCHICOMULA DE SESMA,2,43,Femenino
1056,CHALCHICOMULA DE SESMA,2,34,Femenino
1057,CHALCHICOMULA DE SESMA,2,68,Femenino
1058,CHALCHICOMULA DE SESMA,2,45,Femenino
1059,CHALCHICOMULA DE SESMA,2,38,Femenino
1060,CAÑADA MORELOS,6,40,Femenino
1061,CAÑADA MORELOS,6,68,Femenino
1062,CAÑADA MORELOS,6,40,Femenino
1063,CAÑADA MORELOS,6,49,Femenino
1064,CAÑADA MORELOS,6,42,Femenino
1065,CAÑADA MORELOS,6,51,Femenino
1066,CAÑADA MORELOS,6,47,Femenino
1067,CAÑADA MORELOS,6,48,Femenino
1068,CAÑADA MORELOS,6,69,Femenino
1069,CAÑADA MORELOS,6,29,Femenino
1070,CAÑADA MORELOS,6,61,Femenino
1071,CAÑADA MORELOS,6,33,Femenino
1072,CAÑADA MORELOS,6,56,Femenino
1073,CHILCHOTLA,7,51,Femenino
1074,CHILCHOTLA,7,37,Femenino
1075,CHILCHOTLA,7,48,Femenino
1076,CHILCHOTLA,7,48,Femenino
1077,CHILCHOTLA,7,57,Femenino
1078,CHILCHOTLA,7,34,Femenino
1079,CHILCHOTLA,7,25,Femenino
1080,CHILCHOTLA,7,65,Femenino
1081,CHILCHOTLA,7,42,Femenino
1082,CHILCHOTLA,7,25,Femenino
1083,CHILCHOTLA,7,32,Femenino
1084,CHILCHOTLA,7,43,Femenino
1085,CHILCHOTLA,7,45,Femenino
1086,CHILCHOTLA,7,50,Femenino
1087,CHILCHOTLA,7,40,Femenino
1088,CHALCHICOMULA DE SESMA,8,49,Femenino
1089,CHALCHICOMULA DE SESMA,8,49,Femenino
1090,CHALCHICOMULA DE SESMA,8,22,Femenino
1091,CHALCHICOMULA DE SESMA,8,29,Femenino
1092,CHALCHICOMULA DE SESMA,8,37,Femenino
1093,HUAUCHINANGO,1,44,Femenino
1094,HUAUCHINANGO,1,44,Femenino
1095,HUAUCHINANGO,1,27,Femenino
1096,HUAUCHINANGO,1,32,Femenino
1097,HUAUCHINANGO,1,43,Femenino
1098,HUAUCHINANGO,1,45,Femenino
1099,HUAUCHINANGO,1,27,Femenino
1100,HUAUCHINANGO,1,47,Femenino
1101,HUAUCHINANGO,1,31,Femenino
1102,HUAUCHINANGO,1,24,Femenino
1103,HUAUCHINANGO,1,20,Femenino
1104,HUAUCHINANGO,1,45,Femenino
1105,HUAUCHINANGO,1,27,Femenino
1106,HUAUCHINANGO,1,25,Femenino
1107,HUAUCHINANGO,1,42,Femenino
1108,HUAUCHINANGO,1,24,Femenino
1109,HUAUCHINANGO,1,46,Femenino
1110,HUAUCHINANGO,1,48,Femenino
1111,HUAUCHINANGO,1,28,Femenino
1112,HUAUCHINANGO,1,41,Femenino
1113,HUAUCHINANGO,1,42,Femenino
1114,HUAUCHINANGO,1,24,Femenino
1115,HUAUCHINANGO,1,23,Femenino
1116,HUAUCHINANGO,1,33,Femenino
1117,HUAUCHINANGO,1,56,Femenino
1118,HUAUCHINANGO,1,42,Femenino
1119,HUAUCHINANGO,1,19,Femenino
1120,HUAUCHINANGO,1,18,Femenino
1121,HUAUCHINANGO,1,38,Femenino
1122,HUAUCHINANGO,1,43,Femenino
1123,HUAUCHINANGO,1,27,Femenino
1124,HUAUCHINANGO,1,39,Femenino
1125,HUAUCHINANGO,1,41,Femenino
1126,HUAUCHINANGO,1,32,Femenino
1127,HUAUCHINANGO,1,61,Femenino
1128,HUAUCHINANGO,1,18,Femenino
1129,HUAUCHINANGO,1,54,Femenino
1130,HUAUCHINANGO,1,28,Femenino
1131,HUAUCHINANGO,1,49,Femenino
1132,HUAUCHINANGO,1,39,Femenino
1133,HUAUCHINANGO,1,23,Femenino
1134,HUAUCHINANGO,1,27,Femenino
1135,HUAUCHINANGO,1,45,Femenino
1136,HUAUCHINANGO,1,27,Femenino
1137,HUAUCHINANGO,1,40,Femenino
1138,HUAUCHINANGO,1,48,Femenino
1139,HUAUCHINANGO,1,33,Femenino
1140,HUAUCHINANGO,1,47,Femenino
1141,HUAUCHINANGO,1,45,Femenino
1142,HUAUCHINANGO,1,28,Femenino
1143,HUAUCHINANGO,1,52,Femenino
1144,HUAUCHINANGO,1,35,Femenino
1145,HUAUCHINANGO,1,30,Femenino
1146,HUAUCHINANGO,1,29,Femenino
1147,HUAUCHINANGO,1,27,Femenino
1148,HUAUCHINANGO,1,35,Femenino
1149,HUAUCHINANGO,1,34,Femenino
1150,HUAUCHINANGO,1,26,Femenino
1151,HUAUCHINANGO,1,28,Femenino
1152,HUAUCHINANGO,1,37,Femenino
1153,HUAUCHINANGO,1,33,Femenino
1154,HUAUCHINANGO,1,32,Femenino
1155,HUAUCHINANGO,1,33,Femenino
1156,HUAUCHINANGO,1,29,Femenino
1157,HUAUCHINANGO,1,26,Femenino
1158,HUAUCHINANGO,1,33,Femenino
1159,HUAUCHINANGO,1,38,Femenino
1160,HUAUCHINANGO,1,49,Femenino
1161,HUAUCHINANGO,1,28,Femenino
1162,HUAUCHINANGO,1,51,Femenino
1163,HUAUCHINANGO,1,25,Femenino
1164,HUAUCHINANGO,1,24,Femenino
1165,HUAUCHINANGO,1,47,Femenino
1166,HUAUCHINANGO,1,18,Femenino
1167,HUAUCHINANGO,1,47,Femenino
1168,HUAUCHINANGO,1,44,Femenino
1169,HUAUCHINANGO,1,28,Femenino
1170,HUAUCHINANGO,1,64,Femenino
1171,HUAUCHINANGO,1,34,Femenino
1172,HUAUCHINANGO,1,34,Femenino
1173,HUAUCHINANGO,1,31,Femenino
1174,HUAUCHINANGO,1,24,Femenino
1175,HUAUCHINANGO,1,24,Femenino
1176,HUAUCHINANGO,1,55,Femenino
1177,HUAUCHINANGO,1,43,Femenino
1178,HUAUCHINANGO,1,82,Femenino
1179,HUAUCHINANGO,1,36,Femenino
1180,HUAUCHINANGO,1,57,Femenino
1181,HUAUCHINANGO,1,59,Femenino
1182,HUAUCHINANGO,1,35,Femenino
1183,HUAUCHINANGO,1,50,Femenino
1184,HUAUCHINANGO,1,28,Femenino
1185,HUAUCHINANGO,1,48,Femenino
1186,HUAUCHINANGO,1,32,Femenino
1187,HUAUCHINANGO,1,49,Femenino
1188,HUAUCHINANGO,1,23,Femenino
1189,HUAUCHINANGO,1,43,Femenino
1190,HUAUCHINANGO,1,26,Femenino
1191,HUAUCHINANGO,1,22,Femenino
1192,HUAUCHINANGO,1,60,Femenino
1193,HUAUCHINANGO,1,38,Femenino
1194,HUAUCHINANGO,1,23,Femenino
